name,denomination,address
Cannan Latin American Ministries Inc,Christian / General,"1323 BROOKSTONE, SAN ANTONIO, TX 78248-1414"
Miracle Temple Christian Church,Christian / General,"2369 AUSTIN HWY, SAN ANTONIO, TX 78218-1982"
New Covenant Missionary Baptist Church,Baptist,"PO BOX 201408, SAN ANTONIO, TX 78220-8408"
Southern Baptist Convention,Baptist,"6611 RIDGE PLACE ST, SAN ANTONIO, TX 78250-5029"
Regeneration Ministries,Christian / General,"135 MOON VALLEY ST, SAN ANTONIO, TX 78227-4548"
River City Fellowship Christian School,Christian / General,"5810 BLANCO RD, SAN ANTONIO, TX 78216-6617"
The Word Christian Ministry,Christian / General,"1128 E GRAYSON ST, SAN ANTONIO, TX 78208-1225"
Igleisia Emanuel Pentecostal,Pentecostal,"2908 MISSION RD, SAN ANTONIO, TX 78214-2257"
Sharyn Dacbert-Stephens Ministries,Christian / General,"1207 VISTA DEL JUEZ, SAN ANTONIO, TX 78216-1779"
Churchhill High School Choir Booster Club,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411"
Inspirational Church Of God In Christ San Antonio,Church of God,"4542 E HOUSTON ST, SAN ANTONIO, TX 78220-1716"
Episcopal Church Foundation In West Texas,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Chiffon Foster Ministries,Christian / General,"4218 ALGRUTH DR, SAN ANTONIO, TX 78220-1634"
Full Gospel Sarang Community Church,,"13665 TOEPPERWEIN RD, SAN ANTONIO, TX 78233-4007"
Daily Bread Ministries,Christian / General,"3559 BELGIUM LN, SAN ANTONIO, TX 78219-2503"
Life Changing Word Ministries Inc,Christian / General,"6565 BABCOCK RD STE 11, SAN ANTONIO, TX 78249-2345"
Only A Servant Ministries Inc,Christian / General,"PO BOX 700155, SAN ANTONIO, TX 78270-0155"
Whirlwind Ministries Of San Antonio,Christian / General,"18095 PLEASANTON RD, SAN ANTONIO, TX 78221-9694"
Sheltering Arms Full Gospel Church,,"926 STEVES AVE, SAN ANTONIO, TX 78210-3926"
Ephphatha Christian Ministries House Of Prayer Fellowship,Christian / General,"10559 ELDERPOND, SAN ANTONIO, TX 78254-5318"
Christ Episcopal Church Endowment Inc,Episcopal,"510 BELKNAP PL, SAN ANTONIO, TX 78212-3400"
Agora Ministries Inc,Christian / General,"1103 MERIDA ST, SAN ANTONIO, TX 78207-7164"
Iglesia Pentecostal Unida Del Nombre De Jesus,Pentecostal,"941 CINCINNATI AVE, SAN ANTONIO, TX 78201-6029"
Northside Church Of Christ Of San Antonio Foundation Inc,Church of Christ,"19818 HWY 281 N, SAN ANTONIO, TX 78258-7622"
His Grace Church,,"6142 AMBER ROSE, SAN ANTONIO, TX 78253-6406"
Agape Ministry,Christian / General,"PO BOX 18042, SAN ANTONIO, TX 78218-0042"
Believers In Christ Ministries Of San Antonio,Christian / General,"4249 SUNRISE CREEK DR, SAN ANTONIO, TX 78244-3304"
Church At Vineyard Hills,,"PO BOX 160667, SAN ANTONIO, TX 78280-2867"
New Beginnings Church Of San Antonio,,"706 TEXAS AVE, SAN ANTONIO, TX 78201-6136"
Dorothy Delarosa Ministries,Christian / General,"339 W HUTCHINS PL, SAN ANTONIO, TX 78221-2745"
Mother Temple,,"CARE OF RAMA K RAO MD, SAN ANTONIO, TX 78205-0000"
Iglesia Cristiana Jehova Jireh,,"111 BAYWELL DR, SAN ANTONIO, TX 78227-4405"
Storehouse Ministry Fellowship Inc,Christian / General,"14145 NACOGDOCHES RD STE 2, SAN ANTONIO, TX 78247-1931"
Asher Ministries International Inc,Christian / General,"PO BOX 705, SAN ANTONIO, TX 78293-0705"
Gods House For All Gods People Faith Church,,"PO BOX 10313, SAN ANTONIO, TX 78210-0313"
Master Key Ministries Inc,Christian / General,"7726 CLEAR RIDGE DR, SAN ANTONIO, TX 78239-3910"
San Antonio Korean Agape Presbyterian Church,Presbyterian,"6726 TABAK FARM, SAN ANTONIO, TX 78239-3258"
Iglesia De Jesucristo Palabra Miel Montesion,,"8619 BOUTRY HTS, SAN ANTONIO, TX 78254-2300"
Morningside Ministries Foundation Inc,Christian / General,"700 BABCOCK RD, SAN ANTONIO, TX 78201-2681"
True Vine Baptist Church San Antonio,Baptist,"435 S ELLISON DR, SAN ANTONIO, TX 78245-1178"
Sammy Tippit Ministries,Christian / General,"14607 SAN PEDRO AVE STE 115, SAN ANTONIO, TX 78232-4356"
The Joshua House Of Worship Ministries Inc Joshua Baptist,Baptist,"PO BOX 200103, SAN ANTONIO, TX 78220-0103"
Jasper Stone Ministries Inc,Christian / General,"PO BOX 691953, SAN ANTONIO, TX 78269-1953"
St Lukes Episcopal Church Permanent Endownment Tr,Episcopal,"11 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445"
Seek The Lost Ministries Inc,Christian / General,"5130 KAZEN DR, SAN ANTONIO, TX 78219-1340"
Episcopal Church Corporation In West Texas,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Churchill Orchestra Booster Association,,"PO BOX 160153, SAN ANTONIO, TX 78280-2353"
Texas-Oklahoma Latin District Church Of The Nazarene,,"137 JEANETTE DR, SAN ANTONIO, TX 78216-7307"
Community Of Churches For Social Action Ccsa,,"1023 N PINE ST, SAN ANTONIO, TX 78202-1203"
Now Word Covenant Church Of San Antonio,,"12525 NACOGDOCHES RD STE 110, SAN ANTONIO, TX 78217-2112"
Southside Victory Life Ministries,Christian / General,"PO BOX 14117, SAN ANTONIO, TX 78214-0117"
Iglesia De Dios Northwest,,"5914 SILVERCREST, SAN ANTONIO, TX 78228-2648"
Prince Of Peace Baptist Church Of San Antonio Texas,Baptist,"526 RUNNELS AVE, SAN ANTONIO, TX 78208-2120"
St Margarets Episcopal Day School,Episcopal,"5310 STAHL RD, SAN ANTONIO, TX 78247-1522"
Faith Harvest Non-Denominational Temple Of Christ Inc,,"6002 GLACIER SUN DR, SAN ANTONIO, TX 78244-1150"
University Presbyterian Children Center,Presbyterian,"300 BUSHNELL AVE, SAN ANTONIO, TX 78212-5334"
Gateway Worship Center,,"2143 S WW WHITE RD, SAN ANTONIO, TX 78222-1121"
Christ Our Savior Luther Church,,"5323 BLANCO RD, SAN ANTONIO, TX 78216-7025"
Iglesia El Jordan,,"13003 SW LOOP 410, SAN ANTONIO, TX 78224-3193"
Spirit Of Life Christian Fellowship,Christian / General,"PO BOX 47952, SAN ANTONIO, TX 78265-8952"
St John Baptist Church Of San Antonio,Baptist,"6800 EVERS RD, SAN ANTONIO, TX 78240-3100"
St Joseph Missionary Baptist Church,Baptist,"122 CORLISS ST, SAN ANTONIO, TX 78220-1238"
Holy Spirit Outreach Ministries,Christian / General,"3022 EL PASO ST, SAN ANTONIO, TX 78207-4603"
Oasis Of Hope Familychurch,,"2 FRINGEWOOD, SAN ANTONIO, TX 78254-5575"
Mission Road Ministries,Christian / General,"8706 MISSION RD, SAN ANTONIO, TX 78214-3140"
Abounding Hope Baptist Church,Baptist,"102 E CHERYL DR APT 6, SAN ANTONIO, TX 78228-3063"
Iglesia Bautista Nueva Esperanza,,"222 HIGHVIEW DR, SAN ANTONIO, TX 78228-1943"
Rock Of Revelation Church Inc,,"9215 WALHALLA AVE, SAN ANTONIO, TX 78221-4124"
Word Of Deliverance Church Inc,,"425 ESSEX ST, SAN ANTONIO, TX 78210-2109"
Men Of Integrity Ministries Inc,Christian / General,"4339 BOXWOOD RD, SAN ANTONIO, TX 78222-1103"
East Side Baptist Tabernacle,Baptist,"554 BELMONT, SAN ANTONIO, TX 78202-3233"
Igniting The Harvest Christian Church Inc,Christian / General,"233 THOMPSON PL, SAN ANTONIO, TX 78225-1409"
Hope Church,,"18850 REDLAND RD, SAN ANTONIO, TX 78259-3570"
A Woman After Gods Own Heart Ministries Inc,Christian / General,"18623 DOUBLE FORK RD, SAN ANTONIO, TX 78258-4639"
Grace Bible Chapel,,"PO BOX 592256, SAN ANTONIO, TX 78259-0162"
San Antonio Church Of Christ At Viewcrest,Church of Christ,"403 E VISTA RDG, SAN ANTONIO, TX 78260-1839"
Cheryl Bible Chapel,,"135 W CHERYL DR, SAN ANTONIO, TX 78228-4038"
Emmanuel Apostolic Temple Church,Apostolic,"223 FERRIS AVE, SAN ANTONIO, TX 78220-1217"
Peace Apostolic Church,Apostolic,"1070 HONEY TREE ST, SAN ANTONIO, TX 78245-1646"
Bethel A M E Church Of San Antonio,,"225 N SWISS, SAN ANTONIO, TX 78202-2755"
West Laurel Heights First Missionary Baptist Church,Baptist,"115 GUTHRIE ST, SAN ANTONIO, TX 78237-3237"
Iglesia Olor Fragante,,"7647 SPANISH WOOD, SAN ANTONIO, TX 78249-4260"
St Peters Baptist Church,Baptist,"651 LINCOLNSHIRE DR, SAN ANTONIO, TX 78220-3215"
Christian Unity Ministries,Christian / General,"2827 QUAIL OAK ST, SAN ANTONIO, TX 78232-1816"
Templo Nuestro Salvador,,"729 ATLANTA ST, SAN ANTONIO, TX 78212-4411"
Methodist Childrens Home Alumni Association,Methodist,"11514 BUCKRAIL ST, SAN ANTONIO, TX 78232-3417"
Holy Cross Lutheran Church,Lutheran,"3118 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78210-5254"
Mt Calvary Luthren Church,,"308 MOUNT CALVARY, SAN ANTONIO, TX 78209-4846"
Redeemer Lutheran Church,Lutheran,"2507 FREDERICKSBERG RD, SAN ANTONIO, TX 78201-3784"
Lutheran Church Missouri Synod St Paul Lutheran,Lutheran,"2302 S PRESA ST, SAN ANTONIO, TX 78210-2840"
Second Baptist Church Incorporated Of San Antonio Texas,Baptist,"3310 E COMMERCE ST, SAN ANTONIO, TX 78220-1220"
St Stephens Episcopal Church,Episcopal,"4102 S NEW BRAUNFELS AVE STE 110, SAN ANTONIO, TX 78223-1717"
Alamo Heights Christian Church,Christian / General,"6435 N NEW BRAUNFELS AVE, SAN ANTONIO, TX 78209-3851"
Covenant Presbyterian Church,Presbyterian,"1761 NW LOOP 410, SAN ANTONIO, TX 78213-2423"
Castle Hills First Baptist Church,Baptist,"2220 NW MILITARY HWY, SAN ANTONIO, TX 78213-1815"
Elizabeth Beitel Memorial Lutheran Church,Lutheran,"2515 AUSTIN HWY, SAN ANTONIO, TX 78218-2047"
St Marks Episcopal Church Endowment Fund,Episcopal,"PO BOX 2950, SAN ANTONIO, TX 78299-2950"
Church Of The Holy Cross,,"3726 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78223-1706"
Greater Lincoln Park Temple Apostolic Faith Incorporated,Apostolic,"937 W MAGNOLIA AVE, SAN ANTONIO, TX 78201-5641"
School Of The Ministries,Christian / General,"1001 HOT WELLS BLVD, SAN ANTONIO, TX 78223-2731"
Central Christian Church Endowment Fund,Christian / General,"720 N MAIN AVE, SAN ANTONIO, TX 78205-1106"
House Of Prayer Lutheran Church San Antonio Texas,Lutheran,"10226 IRONSIDE DR, SAN ANTONIO, TX 78230-3253"
Tried Stone Baptist Church,Baptist,"551 CANTON, SAN ANTONIO, TX 78202-3104"
Faith Gospel Fellowship Church,Christian / General,"3737 ROOSEVELT AVE, SAN ANTONIO, TX 78214-2900"
Casa De Oracion Iglesia Espiritual De Jesucristo,,"3402 MONTEREY ST, SAN ANTONIO, TX 78207-4059"
Far East Apostolic Mission,Apostolic,"214 COLFAX ST, SAN ANTONIO, TX 78228-4732"
Leon Springs Presbyterian Church,Presbyterian,"23943 IH-10 WEST, SAN ANTONIO, TX 78257-1110"
Shenandoah Church Of Christ Inc,Church of Christ,"11026 WURSBACK RD, SAN ANTONIO, TX 78230-0000"
Genesis Full Life Fellowship Church Inc,Christian / General,"15549 TOEPPERWEIN RD, SAN ANTONIO, TX 78233-3991"
Lord Of Life Lutheran Church,Lutheran,"5955 FM 78, SAN ANTONIO, TX 78244-1001"
Friendship Baptist Church,Baptist,"935 IOWA ST, SAN ANTONIO, TX 78203-1657"
Faith Missionary Baptist Church Of San Antonio,Baptist,"7307 FRATT RD, SAN ANTONIO, TX 78218-2833"
Willow Park Christian Church,Christian / General,"118 HONEY BLVD, SAN ANTONIO, TX 78220-1230"
New Life Christian Fellowship,Christian / General,"2419 RIGSBY AVE, SAN ANTONIO, TX 78222-1014"
San Antonio Presbyterian Foundation Inc,Presbyterian,"404 N ALAMO, SAN ANTONIO, TX 78205-1918"
Beacon Hill Church Of Christ Memorial Trust Frost National Bank,Church of Christ,"PO BOX 2950, SAN ANTONIO, TX 78299-2950"
Trinity Episcopal School 1989 Endownment Tr,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
The Hargrave Methodist Christian Witness Trust,Methodist,"20119 STANDISH RD, SAN ANTONIO, TX 78258-3008"
Christian Montessori Fellowship Inc,Christian / General,"24125 IH 10 WEST STE 217-117, SAN ANTONIO, TX 78257-0000"
Beginning Experience International Ministry Inc,Christian / General,"103 BILTMORE ST STE 105, SAN ANTONIO, TX 78213-2260"
Catholic Life Insurance - 25 Gainesville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Daystar Church,,"8666 HUEBNER RD STE 204, SAN ANTONIO, TX 78240-1837"
Hardcore Evangelistic Ministries Inc,Christian / General,"13423 BLANCO RD, SAN ANTONIO, TX 78216-2187"
At The Gate Ministries Inc,Christian / General,"7203 WILDER ST, SAN ANTONIO, TX 78250-3525"
Dick Senter Ministries Inc,Christian / General,"1703 BRAEBURN BND, SAN ANTONIO, TX 78258-4512"
Wings Of A Dove Christian Church,Christian / General,"915 CINCINNATI AVE, SAN ANTONIO, TX 78201-6029"
Pit Crew Ministries International,Christian / General,"166 CAVE LN, SAN ANTONIO, TX 78209-2209"
New Way Bible Fellowship,Christian / General,"4202 JARBET DR, SAN ANTONIO, TX 78220-1647"
Journey Church,,"6758 MONTGOMERY DR, SAN ANTONIO, TX 78239-3245"
Catholic Life Insurance - 27 Richmond-Rosenberg,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Catholic Life Insurance - 129 Bay Area,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Church Of God Of Prophecy,Church of God,"634 SAIPAN PL, SAN ANTONIO, TX 78221-2937"
Mobilization Ministries Corporation,Christian / General,"406 SUNRISE HL, SAN ANTONIO, TX 78260-5822"
Bethel Community Ministries,Christian / General,"3447 NORTHEAST PKWY, SAN ANTONIO, TX 78218-3329"
Templo Elim Assembly Of God,,"607 SALDANA ST, SAN ANTONIO, TX 78225-1546"
Alamo Stone Church,,"C/O SALVATION CENTER 5719 MOBUD, SAN ANTONIO, TX 78238-0000"
New Wine Church Of San Antonio,,"PO BOX 27610, SAN ANTONIO, TX 78227-0610"
Waters Church,,"9324 SCHOENTHAL ROAD, SAN ANTONIO, TX 78266-2740"
Spirit Of Sharing Ministry,Christian / General,"9706 CREEKSIDE BLF, SAN ANTONIO, TX 78230-4615"
Magdalena Ministries Inc,Christian / General,"PO BOX 692041, SAN ANTONIO, TX 78269-2041"
Amazing Grace Christian Church,Christian / General,"12118 EL SENDERO ST, SAN ANTONIO, TX 78233-6720"
Chi Alpha Christian Fellowship,Christian / General,"7314 GREEN GLEN DR, SAN ANTONIO, TX 78255-1117"
Cjc Global Ministries,Christian / General,"6401 BANDERA RD, SAN ANTONIO, TX 78238-1512"
Sold Out Believers Christian Fellowship,Christian / General,"1139 GEMBLER RD, SAN ANTONIO, TX 78219-3200"
Grace New Beginnings & Harvest Ministries,Christian / General,"PO BOX 201832, SAN ANTONIO, TX 78220-8832"
Covenant Ministry Internationl Inc,Christian / General,"8426 CASCADE RIDGE DR, SAN ANTONIO, TX 78239-4038"
La Nueva Jerusalem Baptist Church,Baptist,"2762 DIGNOWITY AVE, SAN ANTONIO, TX 78208-2107"
Beauty Of The Cross Ministry Inc,Christian / General,"1402 ASH ST, SAN ANTONIO, TX 78208-1705"
Transformation Church,,"PO BOX 591417, SAN ANTONIO, TX 78259-0120"
New Life Church,,"4527 BRIARWICK ST, SAN ANTONIO, TX 78217-1424"
S A Resurrection Ministries,Christian / General,"6902 TWIN LAKE DR, SAN ANTONIO, TX 78244-1651"
Japanese Megumi International Church Of San Antonio,,"10603 CULEBRA RD, SAN ANTONIO, TX 78251-1346"
Isa117 Ministries,Christian / General,"PO BOX 23909, SAN ANTONIO, TX 78223-0901"
Momentum Bible Church,,"24014 BUCKTHOM PASS, SAN ANTONIO, TX 78261-0000"
Defection Church Inc,,"515 BERYL DR, SAN ANTONIO, TX 78213-3410"
Thuff Ministries Inc,Christian / General,"5902 AKIN PL, SAN ANTONIO, TX 78261-2165"
Hillburn Drive Grace Baptist Church Inc,Baptist,"5426 HILLBURN DR, SAN ANTONIO, TX 78242-2360"
City Of God Worship Center,,"8826 BRIDINGTON, SAN ANTONIO, TX 78239-2803"
Iglesia Catolica Apostolica Anglicana Inc,Apostolic,"1150 BABCOCK RD APT L10, SAN ANTONIO, TX 78201-6943"
Mission Community Church- Efca,,"PO BOX 769493, SAN ANTONIO, TX 78245-9348"
Wow Out Ministries,Christian / General,"12303 BRET SPRINGS ST, SAN ANTONIO, TX 78233-4603"
Encountering God Ministries,Christian / General,"8754 SILVER QUAIL, SAN ANTONIO, TX 78250-6216"
Ascension Church,,"8027 SHEPPARD KNL, SAN ANTONIO, TX 78227-4770"
202 Holland Avenue Fellowship Church,Christian / General,"4007 MCCULLOUGH AVE STE 470, SAN ANTONIO, TX 78212-2420"
Christ Temple Tabernacle Inc,,"11722 BRIDGE HAMPTON, SAN ANTONIO, TX 78251-3203"
Nacogdoches Road Church Of Christ Inc,Church of Christ,"12623 NACOGDOCHES RD, SAN ANTONIO, TX 78217-2111"
In Christ Ministry,Christian / General,"5915 LARKSPUR VLY, SAN ANTONIO, TX 78218-2327"
Universal Pentecostal Church In Mission Upcm Inc,Pentecostal,"5018 GALAHAD DR, SAN ANTONIO, TX 78218-2701"
Girldefined Ministries Inc,Christian / General,"1910 NW MILITARY HWY, SAN ANTONIO, TX 78213-2128"
Aaron Grijalva Ministries Inc,Christian / General,"12532 NEVILLE RNCH, SAN ANTONIO, TX 78245-3562"
Cleft Of The Rock Church,,"6041 WT MONTGOMERY, SAN ANTONIO, TX 78252-2234"
Bibleuia Ministries,Christian / General,"6445 US HIGHWAY 87, SAN ANTONIO, TX 78222-1816"
Refuge Church At Lone Star,,"28 ARNOLD PALMER, SAN ANTONIO, TX 78257-1723"
Faith Bound Street Ministry Inc,Christian / General,"5214 STORMY BREEZE, SAN ANTONIO, TX 78247-1725"
My Church,,"1719 DEER RUN ST, SAN ANTONIO, TX 78232-4414"
Taproot Church,,"111 ADELAIDE OAKS, SAN ANTONIO, TX 78249-1528"
Anchored By Hope Christian Ministry,Christian / General,"1307 W THEO AVE, SAN ANTONIO, TX 78225-1855"
Lifeshare Church Inc,,"5814 CEDAR CV, SAN ANTONIO, TX 78249-3131"
One Church San Antonio,,"15003 PEOPLES DR, SAN ANTONIO, TX 78253-5415"
Trinity Grace Mission Church,,"6391 DE ZAVALA RD STE 106, SAN ANTONIO, TX 78249-2144"
Prophetic Life Ministry,Christian / General,"18303 CABIN RD, SAN ANTONIO, TX 78258-4618"
Archdiocese Of San Antonio Capital Campaign Inc,,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5195"
4 Cross Ministries Inc,Christian / General,"7402 GREAT LAKES DR, SAN ANTONIO, TX 78244-1345"
Logos Rhema Christian Ministries,Christian / General,"2402 PINK PEARL DR, SAN ANTONIO, TX 78224-2360"
Xtreme Harvest Church,,"6727 NW LOOP 410, SAN ANTONIO, TX 78238-4504"
The New Covenant Ministry Of San Antonio Texas,Christian / General,"219 MORRILL AVE, SAN ANTONIO, TX 78214-1536"
Harper Ministries International,Christian / General,"PO BOX 18792, SAN ANTONIO, TX 78218-0792"
Experience Church San Antonio Inc,,"3127 PLEASANTON RD, SAN ANTONIO, TX 78221-2325"
Word Way Ministries International,Christian / General,"1923 LOCKHILL SELMA, SAN ANTONIO, TX 78213-1574"
St Chads Anglican Church,,"PO BOX 781432, SAN ANTONIO, TX 78278-1432"
Rebel Church Inc,,"15909 SAN PEDRO AVE STE 105, SAN ANTONIO, TX 78232-3743"
Temple Chai,,"15316 HUEBNER RD BUILDING 3, SAN ANTONIO, TX 78248-0987"
4 His Glory Christian Fellowship Inc,Christian / General,"311 E FORMOSA BLVD, SAN ANTONIO, TX 78221-2912"
Kingdom Assembly Worship Center Inc,,"PO BOX 690245, SAN ANTONIO, TX 78269-0245"
Word Of Life Gospel Church Inc,,"118 ROSWELL CYN, SAN ANTONIO, TX 78245-2871"
Hebrews1024 Coumminty Church,,"PO BOX 5250, SAN ANTONIO, TX 78201-0250"
Messiah Bible Church,,"814 ARION PKWY STE 410, SAN ANTONIO, TX 78216-2837"
Tea Pot Ministries Inc,Christian / General,"9039 BROADMOOR BND, SAN ANTONIO, TX 78251-4337"
San Antonio Christian Family Fellowship,Christian / General,"5919 OAK BLOSSOM, SAN ANTONIO, TX 78250-2615"
Christfi Lutheran Mission,Lutheran,"3678 HIDDEN DR APT 2401, SAN ANTONIO, TX 78217-4671"
Know God Ministries,Christian / General,"7884 SANDPIPER PARK DR, SAN ANTONIO, TX 78249-4494"
Crossroads Church Of South Texas,,"3910 WEST AVE, SAN ANTONIO, TX 78213-3079"
New Covenant Church San Antonio Inc,,"13203 LA VENTANA ST, SAN ANTONIO, TX 78233-5854"
San Antonio Methodist Childrens Foundation,Methodist,"19114 BRANNAN BLF, SAN ANTONIO, TX 78258-3854"
Sowers Church Of Christ Inc,Church of Christ,"5851 ARMSTRONG WL, SAN ANTONIO, TX 78249-2318"
Iglesia De San Antonio,,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690"
Restorative Christian Counseling & Training Ministry,Christian / General,"3923 MAHOGANY CV, SAN ANTONIO, TX 78261-2740"
Fellowship Of Believers Community Church,Christian / General,"1210 BOLING BROOK ST, SAN ANTONIO, TX 78245-1640"
New Center Of Faith Church,,"6414 ROBIN FRST, SAN ANTONIO, TX 78239-3219"
Deaf 316 Ministries Inc,Christian / General,"621 PASEO CANADA ST, SAN ANTONIO, TX 78232-1110"
Iglesia Cristiana Voz Que Clama,,"9531 STATE HWY 151 APT 9202, SAN ANTONIO, TX 78251-4450"
Kingdom International Fellowship Of Christian Churches Inc,Christian / General,"24385 WILDERNESS OAK APT 8407, SAN ANTONIO, TX 78258-7766"
Mar Thoma Congregation Of San Antonio,,"5410 RODGERS RD, SAN ANTONIO, TX 78251-0000"
Live Oak Vineyard Church,,"13318 LOMA BONITA, SAN ANTONIO, TX 78233-5396"
Mike Q Daniel Ministries,Christian / General,"19141 STONE OAK PKWY STE 104, SAN ANTONIO, TX 78258-3367"
Meta Church Inc,,"1207 RICHLAND HILLS DR, SAN ANTONIO, TX 78251-2013"
Christ Of The Hills Church,,"104 W LULLWOOD AVE, SAN ANTONIO, TX 78212-2318"
Alamohills Church,,"7914 CREEK TRAIL ST, SAN ANTONIO, TX 78254-2607"
Freedom Hill Church Inc,,"3950 EISENHAUER RD, SAN ANTONIO, TX 78218-3407"
Kingdom Business Women Ministry,Christian / General,"543 RICE RD, SAN ANTONIO, TX 78220-3417"
Gods Family Church International Inc,,"9650 POTRANCO ROAD, SAN ANTONIO, TX 78251-0000"
Leadership&Vision Of Christ Ministries Ministerio Liderazgo&Vi,Christian / General,"PO BOX 100845, SAN ANTONIO, TX 78201-0000"
1 Church 1 Soul Ministry,Christian / General,"214 BLUE BONNET ST, SAN ANTONIO, TX 78202-2406"
Word Ministry Baptist Church,Baptist,"11869 POTRANCO RD APT 4111, SAN ANTONIO, TX 78253-7532"
Iglesia Vida Nueva Stone Oak Incorporation,,"20024 CRESCENT OAKS, SAN ANTONIO, TX 78258-3218"
Iglesia Cristiana La Esposa Del Cordero Inc,,"6214 S ZARZAMORA ST, SAN ANTONIO, TX 78211-3217"
Logos Christian Church,Christian / General,"10631 JANET LEE DR, SAN ANTONIO, TX 78230-4215"
Activate Ministries,Christian / General,"25821 VELVET CRK, SAN ANTONIO, TX 78255-4441"
Basic Truth Ministry,Christian / General,"7422 SIRIUS MESA, SAN ANTONIO, TX 78252-2255"
Revive Church San Antonio Inc,,"5034 MUSTANG VW, SAN ANTONIO, TX 78244-3532"
Spiritual Love Ministry,Christian / General,"10718 BUTTERFLY FLT, SAN ANTONIO, TX 78254-5461"
North Central Fellowship,Christian / General,"26114 WOOD CHUCK, SAN ANTONIO, TX 78260-5376"
First Love Christian Church,Christian / General,"11 COTSWOLD LN, SAN ANTONIO, TX 78257-1221"
Templo Agua Viva,,"1139 BARCLAY, SAN ANTONIO, TX 78207-7136"
R C Freedom Ministries,Christian / General,"4243 E PIEDRAS DR, SAN ANTONIO, TX 78228-1421"
Connection Covenant Church,,"PO BOX 701332, SAN ANTONIO, TX 78270-1332"
Asha Ministries,Christian / General,"PO BOX 276615, SAN ANTONIO, TX 78227-6615"
The Rim Church,,"10401 WEST I-10, SAN ANTONIO, TX 78230-0000"
International Pentecostal Church Of Evangelism Inc,Pentecostal,"7723 SHINING GLOW, SAN ANTONIO, TX 78244-3524"
Launch Church,,"7619 CEDAR FARM, SAN ANTONIO, TX 78239-3260"
Embrace Church Of San Antonio,,"4515 FREDERICKSBURG RD STE 8, SAN ANTONIO, TX 78201-6503"
Trailblazers Legends Of Faith Temple Inc,,"7933 SPLINTERED OAK, SAN ANTONIO, TX 78233-2814"
Lutheran Parish Of Northwest San Antonio,Lutheran,"5714 CALLAGHAN RD, SAN ANTONIO, TX 78228-1101"
Marigold Church,,"2126 SANDY BND, SAN ANTONIO, TX 78264-4653"
Pave The Way For The Lord Ministries,Christian / General,"300 MONTICELLO CT, SAN ANTONIO, TX 78223-2084"
Center Cross Ministries International,Christian / General,"2615 ROGERS CIR, SAN ANTONIO, TX 78258-4605"
Newhope Ministries Of Texas,Christian / General,"PO BOX 769398, SAN ANTONIO, TX 78245-9343"
All Nations Worship Assembly Of San Antonio,,"8235 VICAR, SAN ANTONIO, TX 78218-1549"
Church On The Dirt Inc,,"1110 CRYSTAL SPG, SAN ANTONIO, TX 78258-6909"
360 Inner City Church - San Antonio Tx,,"4511 SHAY CIR, SAN ANTONIO, TX 78251-3740"
Afaayo Africa Ministries Inc,Christian / General,"PO BOX 781044, SAN ANTONIO, TX 78278-1044"
New Family Iglesia Inc,,"9708 MARBACH PASS, SAN ANTONIO, TX 78245-4719"
Reclaim Church San Antonio,,"47 SILVERHORN DR, SAN ANTONIO, TX 78216-7888"
Friends Of Dolph Briscoe Prison Ministry Inc,Christian / General,"4403 BAYBERRY ROW, SAN ANTONIO, TX 78249-2089"
Mission Of Mercy Outreach Church Inc,,"PO BOX 830215, SAN ANTONIO, TX 78283-0215"
Love Abides Ministry,Christian / General,"7830 MOUNTAIN FRST, SAN ANTONIO, TX 78239-3211"
Grateful Hearts Ministry,Christian / General,"25951 MAHOGONY TRL, SAN ANTONIO, TX 78255-3445"
Outer West Community Church Inc,,"12280 ALAMO RANCH PKWY, SAN ANTONIO, TX 78253-6677"
The City Of God Christian Fellowship Inc,Christian / General,"2622 KERRYBROOK CT APT 104E, SAN ANTONIO, TX 78230-4501"
Grace Redemption Community Church Inc,,"322 MENLO BLVD, SAN ANTONIO, TX 78223-2412"
La Vernia Primitive Baptist Church,Baptist,"115 PENNS WAY, SAN ANTONIO, TX 78231-1400"
Mary Mother Of The Church Catholic Parish,Catholic,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5124"
Fresh Start Church Of San Antonio Inc,,"2419 THOUSAND OAKS DR, SAN ANTONIO, TX 78232-3206"
Windsong Christian Center Umc,Christian / General,"12099 ROBERT GLENN, SAN ANTONIO, TX 78252-0000"
Medical Ministry International Us,Christian / General,"20079 STONE OAK PARKWAY STE 1105-19, SAN ANTONIO, TX 78258-6943"
