name,denomination,address,phone,website,matched,match_detail
Refocus Today Ministry,Christian / General,"19141 STONE OAK PKWY STE 104, SAN ANTONIO, TX 78258-3367",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Renew the Mind. Restore the Soul."" — 26108 Overlook Pkwy Ste.401-114, San Antonio, TX 78260, USA"
Bethel Covenant Assembly Of God,,"10802 W LOOP 1604 N, SAN ANTONIO, TX 78254-2749",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Bethel Covenant AG"" — 10802 W Loop 1604 N, San Antonio, TX 78254, USA"
Marchelle D Lee -Mdl- Ministries Inc,Christian / General,"5222 ROYAL MILE, CONVERSE, TX 78109-2872",(832) 233-4472,https://www.mdlministries.org/contact-us,yes,"MDL Ministries — 18018 Overlook Loop, San Antonio, TX 78259, USA"
Solid Rock Christian Church Of Runge Texas,Christian / General,"11550 W INTERSTATE 10 STE 150, SAN ANTONIO, TX 78230-1035",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Calvary Chapel Solid Rock"" — 17018 Silverwood Dr, San Antonio, TX 78232, USA"
Universal Church Of Light,,"1627 N PAN AM EXPRESSWAY, SAN ANTONIO, TX 78208-1139",(888) 332-4141,http://universalusa.org/,yes,"The Universal Church — 4546 W Commerce St, San Antonio, TX 78237, USA"
Aurizion International Ministries,Christian / General,"PO BOX 769833, SAN ANTONIO, TX 78245-9365",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""I Am International Fellowship Church"" — 5726 Mobud St, San Antonio, TX 78238, USA"
Christian Family Church International--San Antonio,Christian / General,"3607 N LOOP 1604 E, SAN ANTONIO, TX 78247-2300",(210) 253-7021,https://www.christianfamilychurchsa.com/,yes,"Christian Family Church San Antonio — 3607 N Loop 1604 E, San Antonio, TX 78247, USA"
Four Winds Christian Ministries Inc,Christian / General,"PO BOX 769380, SAN ANTONIO, TX 78245-9342",(210) 737-3333,,yes,"Four Winds Ministries — 321 W Craig Pl, San Antonio, TX 78212, USA"
Gathering Church,,"875 E ASHBY PL STE 1200, SAN ANTONIO, TX 78212-4119",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""The Gathering Place SA"" — 15650 Mkt Hl Blvd #100, San Antonio, TX 78256, USA"
Victorious Life Christian Center,Christian / General,"3140 PENCIL CHOLLA, SCHERTZ, TX 78154-6138",,,yes,"Victorious life christian center — 11833 Perrin Beitel, San Antonio, TX 78217, USA"
Spread Ministries,Christian / General,"1303 W MAYFIELD BLVD, SAN ANTONIO, TX 78211-3349",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""The Agape Ministry"" — 127 Lanark Dr, San Antonio, TX 78218, USA"
Court 2661 Catholic Daughters Of The Americas,Catholic,"105 FLEETWOOD DR, SAN ANTONIO, TX 78232-2203",(210) 248-8414,https://sthelenacda.com/contact-us/,yes,"Catholic Daughters of the Americas — 13842 O'Connor Rd, San Antonio, TX 78233, USA"
Compass Church San Antonio,,"12266 BANDERA RD, HELOTES, TX 78023-4112",(210) 858-5852,http://www.compasschurchsa.com/,yes,"Compass Church San Antonio — 12266 Bandera Rd, Helotes, TX 78023, USA"
In His Word Church Inc,,"11510 LONG TRIAL, SAN ANTONIO, TX 78245-0000",(210) 789-7394,http://www.inhiswordchurch.org/,yes,"San Antonio Bilingual Church: In His Word Church, Inc. — 1415 Cable Ranch Rd Ste 107, San Antonio, TX 78245, USA"
Iglesia Del Dios Vivo Of San Antonio,,"8121 CULEBRA RS STE 2, SAN ANTONIO, TX 78251-0000",(210) 385-9745,,yes,"Iglesia del Dios vivo — 8121 Culebra Rd, San Antonio, TX 78251, USA"
Well Community Church-San Antonio,,"PO BOX 5382, SAN ANTONIO, TX 78201-0382",(828) 799-0190,http://thewellsa.org/,yes,"The Well Community Church — 307 Pearl Pkwy, San Antonio, TX 78215, USA"
River City Church,,"2032 CENTRAL PLZ, NEW BRAUNFELS, TX 78130-2069",(830) 200-0029,http://www.rcnb.org/,yes,"River City Church — 2032 Central Plaza, New Braunfels, TX 78130, USA"
Texas Unitarian Universalist Justice Ministry Education Network,Christian / General,"24348 CHERRY SPG, SAN ANTONIO, TX 78255-3447",,,no,"no confident match (name similarity 0.18 < 0.5). top result: ""First Unitarian Universalist Church of San Antonio"" — 7150 I-10, San Antonio, TX 78213, USA"
Gods Inspiration Church International Gods Inspired,,"8004 CROSSCREEK, SAN ANTONIO, TX 78218-1619",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""God's Inspiration Church International"" — 5714 Callaghan Rd, San Antonio, TX 78228, USA"
Word Of Hope Christian Church,Christian / General,"301 MAIN PLAZA SUITE 339, NEW BRAUNFELS, TX 78130-5136",(210) 421-0146,http://whccnb.org/,yes,"Word of Hope Christian Church — 710 Landa St, New Braunfels, TX 78130, USA"
Grace Life Church,,"580 E ZIPP RD, NEW BRAUNFELS, TX 78130-9545",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Grace Community Fellowship"" — 1600 River Rd Suite 2, New Braunfels, TX 78132, USA"
Ministry House Of Restoration San Antonio Church,Christian / General,"5150 BROADWAY STREET STE 401, SAN ANTONIO, TX 78209-5710",(210) 995-9234,https://mhorsc.org/,yes,"​Ministry House Of Restoration San Antonio Church — 1729 E Houston St, San Antonio, TX 78202, USA"
Widows Mite Christian Outreach Ministry,Christian / General,"7629 FOREST VALE, LIVE OAK, TX 78233-7217",(210) 838-8063,,yes,"Widow's Mite Christian Outreach Ministry — 306 Toepperwein Rd, Converse, TX 78109, USA"
All Nations Winners Church,,"5403 JACKWOOD DR SUITE C, SAN ANTONIO, TX 78238-1809",(210) 326-0098,https://www.allnationswinners.net/,yes,"All Nations Winners Church — 5039 Blackberry Dr, San Antonio, TX 78238, USA"
The Bridge Church Of God,Church of God,"1201 W SOUTHCROSS BLVD, SAN ANTONIO, TX 78211-2526",,,yes,"The Bridge Church of God — 1201 W Southcross Blvd, San Antonio, TX 78211, USA"
Reah Ministry,Christian / General,"18705 BROOKWOOD FRST, SAN ANTONIO, TX 78258-4443",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Restoration Church of San Antonio"" — 5800 N Loop 1604 E, San Antonio, TX 78247, USA"
Calvary Cross Church Of The Assemblies Of God,,"7760 PRUE RD, SAN ANTONIO, TX 78249-4103",(210) 454-5402,http://www.calvarycrossag.com/contact-us/,yes,"Calvary Cross Church Assemblies of God — 7760 Prue Rd, San Antonio, TX 78249, USA"
A New Beginnings Ministries Inc,Christian / General,"2127 HARRY ST, SAN ANTONIO, TX 78224-2118",(210) 226-5674,http://nbmcog.org/,yes,"New Beginnings Ministries Church of God — 2711 E Commerce St, San Antonio, TX 78203, USA"
Redeemed By Christ Church Inc,,"9414 ANDERSON CT, CONVERSE, TX 78109-1935",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Christ Redeeming Community Church"" — 787 G St, San Antonio, TX 78220, USA"
Brookside Church Inc,,"5830 WINDING RIDGE DR, WINDCREST, TX 78239-2014",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Cross Roads Church"" — 8102 Midcrown Dr, San Antonio, TX 78239, USA"
South Point Church Assembly Of God,,"323 W THEO AVE, SAN ANTONIO, TX 78214-1044",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""1st assembly of God San Antonio west ave"" — 4829 Laurie Michelle Rd, San Antonio, TX 78261, USA"
Shekina Glory Church,,"16402 ALWICK LN, SAN ANTONIO, TX 78247-5647",,,yes,"Shekina Glory — 612 Chalmers Ave, San Antonio, TX 78214, USA"
Catalyst Church Of God,Church of God,"9739 HUEBNER RD, SAN ANTONIO, TX 78240-3163",(210) 777-7880,http://catalystchurchsa.org/,yes,"Catalyst Church SA — 9739 Huebner Rd, San Antonio, TX 78240, USA"
Kenya Real Ministries Inc,Christian / General,"12750 PRONGHORN OAK, SAN ANTONIO, TX 78253-5868",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Kingdom Life Christian Ministries Inc."" — 10635 I-35, San Antonio, TX 78233, USA"
Sts Joachim And Anna Orthodox Church,Orthodox,"4930 RESEARCH DR, SAN ANTONIO, TX 78240-5006",(210) 305-1854,https://stsjoachimandannaorthodox.org/,yes,"Sts. Joachim and Anna Orthodox Church — 6858 Oxford Trace St, San Antonio, TX 78240, USA"
Godchasers Community Church,,"13032 NACOGDOCHES RD, SAN ANTONIO, TX 78217-1981",(210) 807-9911,https://godchasers.church/,yes,"GodChasers Community Church — 13032 Nacogdoches Rd Ste 220, San Antonio, TX 78217, USA"
Sa Basic Ministries Inc,Christian / General,"4702 ESTERBROOK, SAN ANTONIO, TX 78238-3014",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Sam's ministries"" — 318 W César E Chávez Blvd, San Antonio, TX 78204, USA"
Ibrahim Ministries Usa,Christian / General,"10903 WILD GRAPE DR, SAN ANTONIO, TX 78230-3458",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""AGORA Ministries"" — 1807 Centennial Blvd, San Antonio, TX 78211, USA"
4 16 Ministries,Christian / General,"801 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130-5503",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""New Braunfels Christian Ministries - Kids Club"" — 169 S Hickory Ave, New Braunfels, TX 78130, USA"
Augustine Fellowship Slaa Fellowship-Wide Services,Christian / General,"2411 NE LOOP 410 STE 122, SAN ANTONIO, TX 78217-6600",(210) 828-7900,,yes,"Augustine Fellowship — 2411 NE Interstate 410 Loop #122, San Antonio, TX 78209, USA"
Iglesia La Mies,,"6515 TEZEL RD, SAN ANTONIO, TX 78250-4450",(210) 992-2894,https://iglesialamies.org/,yes,"Iglesia Cristiana La Mies — 6515 Tezel Rd, San Antonio, TX 78250, USA"
Fountain Of Life Covenant International Ministry,Christian / General,"PO BOX 246, SCHERTZ, TX 78154-0246",,,no,"no confident match (wrong state). top result: ""Fountain of Life Covenant Church"" — 633 W Badger Rd, Madison, WI 53713, USA"
Mustard Seed Korean Methodist Church,Methodist,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""샌안토니오 한인감리교회 Korean Global Methodist Church of San Antonio"" — 5705 Blanco Rd, San Antonio, TX 78216, USA"
Covenant Restoration Christian Fellowship,Christian / General,"PO BOX 760952, SAN ANTONIO, TX 78245-0952",(210) 718-9251,http://www.crcfsatx.org/,yes,"Covenant Restoration Christian Fellowship — 5616 Frontage Rd #101, San Antonio, TX 78201, USA"
Matt And Rose Siller Impact Ministries Inc,Christian / General,"829 E SUNSHINE DR, SAN ANTONIO, TX 78228-2518",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""Firmly Standing Ministries International"" — 7478 Golf Vista Blvd, San Antonio, TX 78244, USA"
Westover Hills Assembly Of God Holdings,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Westover Hills Church"" — 9340 Westover Hills Blvd, San Antonio, TX 78251, USA"
Ed Newton Ministries Inc,Christian / General,"PO BOX 591425, SAN ANTONIO, TX 78259-0121",,,no,"no Places results for: Ed Newton Ministries Inc, SAN ANTONIO, TX"
Texas Unitarian Universalist Justice Ministry Advocacy Network,Christian / General,"24348 CHERRY SPG, SAN ANTONIO, TX 78255-3447",,,no,"no confident match (name similarity 0.18 < 0.5). top result: ""First Unitarian Universalist Church of San Antonio"" — 7150 I-10, San Antonio, TX 78213, USA"
Redemption Church Of San Antonio,,"7727 POTRANCO RD APT 2302, SAN ANTONIO, TX 78251-2002",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Redemption Church SA"" — 914 McCauley Blvd, San Antonio, TX 78221, USA"
Dao Tam Buddhist Temple,,"1410 W KLEIN RD, NEW BRAUNFELS, TX 78130-9036",(210) 251-8823,,yes,"Dao Tam Temple — 1410 W Klein Rd, New Braunfels, TX 78130, USA"
Christ Church Pca Of San Antonio,,"14515 OCONNOR RD, SAN ANTONIO, TX 78247-1818",(210) 306-4411,http://christchurchsa.com/,yes,"Christ Church San Antonio — 14515 O'Connor Rd, San Antonio, TX 78247, USA"
Charles Cole Ministries International Inc,Christian / General,"6943 FOREST PARK ST, SAN ANTONIO, TX 78240-3325",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Chrysalis Ministries, Inc."" — 509 San Pedro Ave, San Antonio, TX 78212, USA"
Door Christian Fellowship Ss,Christian / General,"502 E SOUTHCROSS BLVD, SAN ANTONIO, TX 78214-2044",,,yes,"The Door Christian Fellowship Church — 1821 Bandera Rd Ste E, San Antonio, TX 78228, USA"
Stdm Shut The Door Ministries Inc,Christian / General,"25518 THOMAS OAKS, SAN ANTONIO, TX 78261-2707",,,no,"no confident match (name similarity 0.07 < 0.5). top result: ""The Door International Christian Fellowship Church, Medical Center San Antonio, Texas."" — 7418 John Smith Dr Ste 1230, San Antonio, TX 78229, USA"
Tobit Ministry,Christian / General,"36 ENCINOSO, SAN ANTONIO, TX 78261-2300",(210) 504-7016,http://www.tobitministry.org/,yes,"The Tobit Ministry Garden — 11624 Culebra Rd, San Antonio, TX 78253, USA"
Crossway Bible Church,,"15759 SAN PEDRO AVE, SAN ANTONIO, TX 78232-3726",(210) 802-8616,http://www.crosswaysa.org/,yes,"Crossway Bible Church — 15759 San Pedro Ave, San Antonio, TX 78232, USA"
Oilfield Christian Fellowship Of San Antonio,Christian / General,"24622 FAIRWAY SPGS, SAN ANTONIO, TX 78260-4802",(210) 402-3672,http://www.thefellowshipofsa.org/,yes,"The Fellowship of San Antonio — 23755 Canyon Golf Rd, San Antonio, TX 78258, USA"
New Beginnings Christian Community Church,Christian / General,"599 SPENCER LN, SAN ANTONIO, TX 78201-2030",(210) 482-9291,http://nb-ccc.org/,yes,"New Beginnings Christian Community Church — 4126 E Horseshoe Bend, San Antonio, TX 78228, USA"
Legacy Fellowship,Christian / General,"7705 DRY CANYON TRL, LIVE OAK, TX 78233-2904",(210) 716-2808,http://lf-sa.org/,yes,"Legacy Fellowship — 11610 El Sendero St, San Antonio, TX 78233, USA"
Luminous Church,,"26723 SHADOW PASS, SAN ANTONIO, TX 78260-5551",(210) 294-6717,https://www.luminous.org/,yes,"Luminous Church — 5590 Summit Pkwy, San Antonio, TX 78229, USA"
El Shaddai Christian Church,Christian / General,"247 ROLLINS AVE, SAN ANTONIO, TX 78228-5506",(210) 209-2898,,yes,"El Shaddai Christian Church — 1414 Cupples Rd, San Antonio, TX 78226, USA"
Stone Oak Bible Church,,"19141 STONE OAK PKWY STE 104 PMB P, SAN ANTONIO, TX 78258-3367",(210) 802-6571,http://www.stoneoakbible.com/,yes,"Stone Oak Bible Church — 19202 Redland Rd, San Antonio, TX 78259, USA"
Prosperity In Christ Church,,"339 W HUTCHINS PL, SAN ANTONIO, TX 78221-2745",(210) 902-6380,,yes,"Prosperity in Christ Church — 339 W Hutchins Pl, San Antonio, TX 78221, USA"
Sri Shirdi Sai Baba Temple Of San Antonio,,"PO BOX 690282, SAN ANTONIO, TX 78269-0282",(210) 910-4554,http://www.saisanantonio.org/,yes,"Shirdi Sai Baba Temple of San Antonio — 12911 Babcock Rd, San Antonio, TX 78249, USA"
Open Road Bible Fellowship,Christian / General,"12414 TALLOW CIR, SAN ANTONIO, TX 78253-5253",,,yes,"Open Road Bible Fellowship — 9435 Selma Pkwy, Schertz, TX 78154, USA"
Upper Room Christian Fellowship,Christian / General,"4306 STETSON VW, SAN ANTONIO, TX 78223-5508",,,no,"no confident match (wrong state). top result: ""Upper Room Christian Fellowship"" — 2234 Indian Trail Dr, West Lafayette, IN 47906, USA"
Church Of The Colored People Of Gillespie County Inc,,"411 MCCAULEY BLVD, SAN ANTONIO, TX 78221-1328",,,yes,"The ""Colored"" Episcopal Church of Gillespie County — 604 E Main St, Fredericksburg, TX 78624, USA"
San Antonio Texas West End Baptist Church,Baptist,"925 CULEBRA RD, SAN ANTONIO, TX 78201-6118",(210) 735-9658,https://www.webcsaves.org/,yes,"West End Baptist Church — 925 Culebra Rd, San Antonio, TX 78201, USA"
Trinity Korean Church,,"14223 YELLOW WARBLER, SAN ANTONIO, TX 78233-5375",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""샌안토니오 한인침례교회 San Antonio Korean Baptist Church"" — 2928 MacArthur View, San Antonio, TX 78217, USA"
Iglesia De Dios Amory Gracia,,"12525 NACOGDOCHES RD, SAN ANTONIO, TX 78217-2130",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Templo Amor Y Gracia"" — 332 Wilcox Ave, San Antonio, TX 78211, USA"
Manna From Heaven Ministries Inc,Christian / General,"815 FLANDERS AVE, SAN ANTONIO, TX 78211-1753",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""The House of Manna"" — 2019 Vance Jackson Rd, San Antonio, TX 78213, USA"
Dennis Davila Ministries Inc,Christian / General,"24930 CRESCENT TRCE, SAN ANTONIO, TX 78258-2755",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Family Life International Minstries"" — 5814 Rittiman Plaza, San Antonio, TX 78218, USA"
Compassion Church San Antonio,,"14242 SAVANNAH PASS, SAN ANTONIO, TX 78216-7849",(210) 549-4012,http://compassionsa.org/,yes,"Compassion Church — 2862 Thousand Oaks Dr #4193, San Antonio, TX 78232, USA"
New Life Outreach Ministries,Christian / General,"4953 WALZEM RD, WINDCREST, TX 78218-2155",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""New Life Ministeries"" — 5121 Crestway Dr, Windcrest, TX 78239, USA"
Iglesia Pentecostal Impacto De Amor,Pentecostal,"6925 CRESTWAY RD, SAN ANTONIO, TX 78239-2343",(210) 275-1680,http://www.facebook.com/iglesiapentecostalimpactodeamor,yes,"Iglesia Pentecostal Impacto De Amor — 6925 Crestway Rd, San Antonio, TX 78239, USA"
Mount Nebo Full Gospel Baptist Worship Center Inc,Baptist,"1302 N SABINAS ST, SAN ANTONIO, TX 78207-1211",(210) 736-4302,,yes,"Mount Nebo full Baptist Gospel Center — 1302 N Sabinas St, San Antonio, TX 78207, USA"
New Vessels Ministries-Iglesia Odres Nuevos,Christian / General,"8550 ADAMS HILL DR, SAN ANTONIO, TX 78227-2335",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Iglesla Odres Nuevos"" — 1921 El Paso St, San Antonio, TX 78207, USA"
Greater Works Ministries Of San Antonio Inc,Christian / General,"9431 PALOMINO PATH, SAN ANTONIO, TX 78254-6210",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""Greater Works Ministries Church - SA"" — 7042 Alamo Downs Pkwy #350, San Antonio, TX 78238, USA"
Christian United Church,Christian / General,"7530 BANDERA RD 160, SAN ANTONIO, TX 78238-1267",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Christ Community Church"" — 1300 Evans Rd, San Antonio, TX 78258, USA"
All Is Well Ministries Inc,Christian / General,"638 FENWICK DR, WINDCREST, TX 78239-2533",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""At The Well Christian Ministries"" — 218 N Magnolia Ave, Luling, TX 78648, USA"
Unity Of Faith Christian Ministries International,Christian / General,"12315 JUDSON RD, LIVE OAK, TX 78233-3277",(210) 400-4882,http://www.unityofthefaithcmi.com/,yes,"Unity of the Faith Christian Ministries International — 8022 Kitty Hawk Rd, Converse, TX 78109, USA"
Saving Faith Outreach Church,,"257 TUFTED CRST, SAN ANTONIO, TX 78253-6364",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Faith Outreach Center international"" — 3806 Sunshine Ranch Rd, San Antonio, TX 78228, USA"
Tlc3 The Living Church,,"PO BOX 833, BOERNE, TX 78006-0833",(210) 602-8197,http://tlc3churchboerne.com/,yes,"TLC3 The Living Church — Meets at Comfort Inn conference room, 35000 I-10, Boerne, TX 78006, USA"
Greater Joy Temple Church Of God In Christ,Church of God,"407 LAVERNE AVE, SAN ANTONIO, TX 78237-2244",(210) 433-4695,http://greaterjoychurch.com/,yes,"Greater Joy Temple Church of God In Christ — 407 Laverne Ave, San Antonio, TX 78237, USA"
Iglesia Cristiana Missionera,,"8242 MANDERLY PL, CONVERSE, TX 78109-3210",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Iglesia Unidos por el Evangelio"" — 10155 Old Cimarron Trail, Converse, TX 78109, USA"
Triumph Church Of San Antonio Inc,,"4622 DEL MAR TRL, SAN ANTONIO, TX 78251-3559",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Triumph Church SATX"" — 11121 Westwood Loop Ste 101, San Antonio, TX 78253, USA"
Reconnect Fellowship,Christian / General,"2109 SAN PEDRO AVE, SAN ANTONIO, TX 78212-3227",(210) 902-5358,http://www.reconnectfellowship.church/,yes,"Reconnect Fellowship — 2109 San Pedro Ave, San Antonio, TX 78212, USA"
Presentation Ministry Center,Christian / General,"2003 RUIZ ST, SAN ANTONIO, TX 78207-2056",(210) 663-6055,http://presentationministrycenter.org/,yes,"Presentation Ministry Center — 2003 Ruiz St, San Antonio, TX 78207, USA"
Psm Prodigal Son Mens Ministry,Christian / General,"1009 LOMBRANO ST, SAN ANTONIO, TX 78207-1116",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Prodigal Son House"" — 803 E Morgan Ave, Cuero, TX 77954, USA"
Exhortation Worship Center,,"6551 SAN MIGUEL WAY, CONVERSE, TX 78109-3772",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Higher Ground Christian Worship Center"" — 9760 Rocket Ln, Converse, TX 78109, USA"
Boerne Covenant Life Church Inc,,"403 EBNER ST, BOERNE, TX 78006-2405",(830) 391-8887,,yes,"Boerne Covenant Life — 213 Oak Knoll Cir, Boerne, TX 78006, USA"
Riverview Calvary Chapel,,"1684 GREYSTONE DR, NEW BRAUNFELS, TX 78132-3208",(830) 221-8042,http://www.riverviewcalvarychapel.com/,yes,"Riverview Calvary Chapel-New Braunfels,TX — 6804 FM306, New Braunfels, TX 78132, USA"
Iglesia Cristiana Tierra Prometida Inc,,"PO BOX 769554, SAN ANTONIO, TX 78245-9351",(210) 973-7484,https://tierraprometidachurch.com/,yes,"Iglesia Cristiana Tierra Prometida Inc. — 2718 Frontier Dr Block #3, San Antonio, TX 78227, USA"
Iglesia Nuevo Renacer Inc,,"27002 SABLE RUN, BOERNE, TX 78015-6580",,,no,"no confident match (wrong state). top result: ""Iglesia Nuevo Renacer"" — 2601 Jerome Ave, Bronx, NY 10468, USA"
San Antonio Citywide Baptist Brotherhood Union,Baptist,"12918 CHIPPER XING, SAN ANTONIO, TX 78221-1171",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""City Tribe"" — 1123 E Commerce St, San Antonio, TX 78205, USA"
Christ Embassy Church San-Antonio,,"24385 WILDERNESS OAK APT 8404, SAN ANTONIO, TX 78258-7766",(210) 332-3755,https://christembassysanantonio.org/home/,yes,"Christ Embassy Church. San Antonio — 4221 Centergate St, San Antonio, TX 78217, USA"
J D Martinez Ministries,Christian / General,"134 GRANDVIEW AVE, NEW BRAUNFELS, TX 78130-6026",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Redemption Bible Church"" — 311 FM306, New Braunfels, TX 78130, USA"
San Antonio Church Of Hope,,"14 COVE CREEK DR, SAN ANTONIO, TX 78254-5582",(210) 545-4673,http://www.hopeisreal.org/,yes,"Hope Church San Antonio — 18850 Redland Rd, San Antonio, TX 78259, USA"
City Hills Church Of Texas,,"PO BOX 1811, BOERNE, TX 78006-6811",(830) 428-3038,https://www.cityhillstx.com/,yes,"City Hills Church — 176 Enterprise Pkwy A, Boerne, TX 78006, USA"
John 3 16 Ministries Fdn,Christian / General,"PO BOX 2950, SAN ANTONIO, TX 78299-2950",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Three:16 Church"" — 7760 Prue Rd, San Antonio, TX 78249, USA"
Clift Of The Rock Christian Community Church Inc,Christian / General,"1502 MCKINLEY AVE, SAN ANTONIO, TX 78210-0000",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Cleft Of The Rock Church"" — 6041 Wt Montgomery, San Antonio, TX 78252, USA"
Spirit Led Ministries,Christian / General,"210 GREEN MDWS, CONVERSE, TX 78109-2504",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Spirit Filled Family Church _ SCUC Campus"" — 851 Gulf St Ste 113, Cibolo, TX 78108, USA"
Open Door Gospel Church,,"11107 VOLLMER LN, SAN ANTONIO, TX 78254-1792",,,yes,"Open Door Gospel Church — 580 McQueeney Rd, McQueeney, TX 78123, USA"
Church Of God Inc San Antonio Texas,Church of God,"PO BOX 20334, SAN ANTONIO, TX 78220-0334",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""Church Of God Mission International Inc"" — 5307 King George Dr, San Antonio, TX 78229, USA"
Gospel Vision Music Ministries,Christian / General,"4835 LORD RD APT 2119, SAN ANTONIO, TX 78220-3545",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Missionaries With the Vision"" — 10635 I-35 Frontage Rd, San Antonio, TX 78233, USA"
Catholic Daughters Of The Americas,Catholic,"633 WEATHERLY DR, WINDCREST, TX 78239-2026",(210) 248-8414,https://sthelenacda.com/contact-us/,yes,"Catholic Daughters of the Americas — 13842 O'Connor Rd, San Antonio, TX 78233, USA"
Atonement Lutheran Church American Lutheran Church,Lutheran,"735 CEDARHURST DR, SAN ANTONIO, TX 78227-4429",(210) 674-2020,http://www.atonementlutheransa.org/contact-us/,yes,"Atonement Lutheran Church — 735 Cedarhurst Dr, San Antonio, TX 78227, USA"
Greater Evangelist Temple Church Of,,"2942 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78220-3147",(210) 224-2888,,yes,"Greater Evangelist Temple Church of God In Christ — 2946 Martin Luther King Dr, San Antonio, TX 78220, USA"
Heart Of Praise Assembly Of God,,"5595 US HIGHWAY 87 E, SAN ANTONIO, TX 78222-1501",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Praise Cathedral Church Of God In Christ"" — 5895 Binz Engleman Rd, San Antonio, TX 78244, USA"
Love Demonstrated Ministries International - Equity Dev Svcs,Christian / General,"3806 SUNSHINE RANCH RD, SAN ANTONIO, TX 78228-2042",,,no,"no confident match (name similarity 0.10 < 0.5). top result: ""Love Family Worship Center"" — 7500 Eckhert Rd #420, San Antonio, TX 78240, USA"
Holy Spirit Power Ministries,Christian / General,"PO BOX 701333, SAN ANTONIO, TX 78270-1333",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Holy Spirit Catholic Church"" — 8134 Blanco Rd, San Antonio, TX 78216, USA"
Sweet River Church,,"25631 WEIGELA, SAN ANTONIO, TX 78261-2821",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""River City Community Church"" — 16765 Lookout Rd, Selma, TX 78154, USA"
Word Of Faith Christian Center Church,Christian / General,"1928 BASSE RD, SAN ANTONIO, TX 78213-4608",(210) 785-9238,https://wofsa.com/,yes,"Word Of Faith Christian Center — 1928 Basse Rd, San Antonio, TX 78213, USA"
Redeemers Praise Church,,"107 S PINE ST, SAN ANTONIO, TX 78203-1128",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Redeemer's Praise Church"" — 107 S Pine St, San Antonio, TX 78203, USA"
Agape Outreach International Worship Center,,"150 RIDGE DR, SAN ANTONIO, TX 78228-3754",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Agape Christian Church"" — 14303 Judson Rd, San Antonio, TX 78233, USA"
Good News San Antonio Church,,"10782 PRUSINER DR, CONVERSE, TX 78109-3876",(210) 537-9900,https://www.gnmusa.org/,yes,"Good News San Antonio Church — 439 Ada St, San Antonio, TX 78223, USA"
Manhood Ministries,Christian / General,"2030 PERSIMMON DR, CIBOLO, TX 78108-3174",,,no,"no Places results for: Manhood Ministries, CIBOLO, TX"
