name,denomination,address,phone,website,matched,match_detail
Band Parents Of Winston Churchill High School Inc,,"PO BOX 791765, SAN ANTONIO, TX 78279-1765",(210) 356-0000,http://churchill.neisd.net/,yes,"Churchill High School — 12049 Blanco Rd, San Antonio, TX 78216, USA"
Lutheran High School Association Of San Antonio,Lutheran,"18104 BABCOCK RD, SAN ANTONIO, TX 78255-2211",(210) 694-4962,http://www.lhssa.org/,yes,"Lutheran High School — 18104 Babcock Rd, San Antonio, TX 78255, USA"
River City Fellowship Christian School,Christian / General,"5810 BLANCO RD, SAN ANTONIO, TX 78216-6617",(210) 384-0297,http://www.rivercitychristianschool.org/,yes,"River City Christian School — 5810 Blanco Rd, San Antonio, TX 78216, USA"
St Paul Lutheran Church Of New Braunfels Endowment Foundation,Lutheran,"777 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130-5501",(830) 625-9191,https://www.nbstpaul.org/,yes,"St. Paul Lutheran Church — 777 W San Antonio St, New Braunfels, TX 78130, USA"
Churchhill High School Choir Booster Club,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Churchill High School"" — 12049 Blanco Rd, San Antonio, TX 78216, USA"
Episcopal Church Foundation In West Texas,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885",(210) 824-5387,https://www.dwtx.org/,yes,"Episcopal Diocese of West Texas — 111 Torcido Dr, San Antonio, TX 78209, USA"
Christ Episcopal Church Endowment Inc,Episcopal,"510 BELKNAP PL, SAN ANTONIO, TX 78212-3400",(210) 736-3132,http://www.cecsa.org/,yes,"Christ Episcopal Church — 510 Belknap Pl, San Antonio, TX 78212, USA"
Northside Church Of Christ Of San Antonio Foundation Inc,Church of Christ,"19818 HWY 281 N, SAN ANTONIO, TX 78258-7622",(210) 494-1907,https://www.nscoc.org/,yes,"Northside Church of Christ — 19818 US-281, San Antonio, TX 78258, USA"
Morningside Ministries Foundation Inc,Christian / General,"700 BABCOCK RD, SAN ANTONIO, TX 78201-2681",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Morningside Ministries Senior Living Communities"" — 137 W French Pl, San Antonio, TX 78212, USA"
St Margarets Episcopal Day School,Episcopal,"5310 STAHL RD, SAN ANTONIO, TX 78247-1522",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""St Margaret's Episcopal School"" — 5310 Stahl Rd, San Antonio, TX 78247, USA"
Methodist Childrens Home Alumni Association,Methodist,"11514 BUCKRAIL ST, SAN ANTONIO, TX 78232-3417",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""MCH Family Outreach"" — 4606 Centerview Dr #100, San Antonio, TX 78228, USA"
Cross Lutheran Church And School,Lutheran,"2171 E COMMON ST, NEW BRAUNFELS, TX 78130-3165",(830) 625-3969,https://crossnbtx.org/,yes,"Cross Lutheran Church — 2171 E Common St, New Braunfels, TX 78130, USA"
St Marks Episcopal Church Endowment Fund,Episcopal,"PO BOX 2950, SAN ANTONIO, TX 78299-2950",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""St. Mark's Episcopal Church"" — 315 E Pecan St, San Antonio, TX 78205, USA"
School Of The Ministries,Christian / General,"1001 HOT WELLS BLVD, SAN ANTONIO, TX 78223-2731",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""City of Truth Bible Institute"" — Administration office, 1507 Cupples Rd, San Antonio, TX 78226, USA"
Central Christian Church Endowment Fund,Christian / General,"720 N MAIN AVE, SAN ANTONIO, TX 78205-1106",(210) 227-5273,http://www.cccsa.org/,yes,"Central Christian Church — 720 N Main Ave, San Antonio, TX 78205, USA"
San Antonio Presbyterian Foundation Inc,Presbyterian,"404 N ALAMO, SAN ANTONIO, TX 78205-1918",(210) 612-0207,https://foundationsanantonio.org/,yes,"Foundation San Antonio — 437 McCarty Rd Ste H, San Antonio, TX 78216, USA"
Saints Peter & Paul Catholic School Charitable Trust,Catholic,"PO BOX 310809, NEW BRAUNFELS, TX 78131-0809",,,no,"no Places results for: Saints Peter & Paul Catholic School Charitable Trust, NEW BRAUNFELS, TX"
Beacon Hill Church Of Christ Memorial Trust Frost National Bank,Church of Christ,"PO BOX 2950, SAN ANTONIO, TX 78299-2950",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""The New Beacon Hill"" — 612 Fredericksburg Rd, San Antonio, TX 78201, USA"
Trinity Episcopal School 1989 Endownment Tr,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""TMI Episcopal"" — 20955 Tejas Trl W, San Antonio, TX 78257, USA"
The Hargrave Methodist Christian Witness Trust,Methodist,"20119 STANDISH RD, SAN ANTONIO, TX 78258-3008",,,no,"no confident match (name similarity 0.10 < 0.5). top result: ""Methodist Healthcare Ministries of South Texas, Inc."" — 4507 Medical Dr, San Antonio, TX 78229, USA"
Catholic Life Insurance - 25 Gainesville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 27 Richmond-Rosenberg,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Catholic Life Insurance - 129 Bay Area,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Archdiocese Of San Antonio Capital Campaign Inc,,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5195",(210) 734-2620,https://archsa.org/,yes,"Archdiocese of San Antonio — 2718 W Woodlawn Ave, San Antonio, TX 78228, USA"
San Antonio Methodist Childrens Foundation,Methodist,"19114 BRANNAN BLF, SAN ANTONIO, TX 78258-3854",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Methodist Children's Hospital"" — Children's Entrance, 7700 Floyd Curl Dr, San Antonio, TX 78229, USA"
St George Episcopal Day School Inc Permanent Endowment Fund,Episcopal,"6900 WEST AVE, SAN ANTONIO, TX 78213-1820",,,no,"no confident match (name similarity 0.44 < 0.5). top result: ""St. George Episcopal School"" — 6900 West Ave, San Antonio, TX 78213, USA"
St Andrews Church & School Inc,,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""St. Andrew's Church & School"" — 722 Robinhood Pl, San Antonio, TX 78209, USA"
Palme-Templeton Family Foundation,,"17008 HIDDEN VIEW ST, SAN ANTONIO, TX 78232-2027",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Gordon Hartman Family Foundation"" — 5210 Thousand Oaks Dr Ste 1318, San Antonio, TX 78233, USA"
Catholic Life Insurance - 65 Hill Country,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625",(210) 828-9921,http://www.cliu.com/,yes,"Catholic Life Insurance — 1635 NE Interstate 410 Loop, San Antonio, TX 78209, USA"
Calvary Baptist Academy Of New Braunfels Texas,Baptist,"177 W KLEIN RD, NEW BRAUNFELS, TX 78130-9602",(830) 629-0049,http://www.cbatexas.org/,yes,"Calvary Baptist Academy — 177 W Klein Rd, New Braunfels, TX 78130, USA"
Foundation Of Truth Holiness Church,,"246 DELMAR ST, SAN ANTONIO, TX 78210-2238",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""True Holiness Pentecostal Church"" — 1315 N Walters St, San Antonio, TX 78202, USA"
Catholic Outreach Foundation,Catholic,"612 ABLE BLF, CIBOLO, TX 78108-0048",(210) 732-2157,http://ccftx.org/contact-us/,yes,"Catholic Community Foundation — 111 Barilla Pl, San Antonio, TX 78209, USA"
