name,denomination,address
Mission City Fellowship,Christian / General,"3134 SABLE XING, SAN ANTONIO, TX 78232-4105"
Rio Grande Native American Church,,"PO BOX 460346, SAN ANTONIO, TX 78246-0346"
Solid Rock Church Of San Antonio,,"9402 SYCAMORE BRK, SAN ANTONIO, TX 78254-6919"
San Antonio Catholic Worker Community Housing Trust Of 1992,Catholic,"4711 DIETRICH ROAD BLDG 10, SAN ANTONIO, TX 78219-2873"
Butler African Methodist Episcopal Church,Methodist,"3618 HOWARD ST, SAN ANTONIO, TX 78212-1944"
Iglesia Pentecostal Torre De Santidad Inc,Pentecostal,"10929 NACOGDOCHES RD STE 14, SAN ANTONIO, TX 78217-2873"
Mission City Bible Church,,"4114 DESERT VIEW DR, SAN ANTONIO, TX 78217-3516"
Iglesia Cristiana El Sembrador,,"1422 RICHLAND HILLS, SAN ANTONIO, TX 78251-2983"
Providence Church San Antonio,,"11527 WINDTREE, SAN ANTONIO, TX 78253-6117"
Iglesia Pentecostal Unida Hispana 1 Inc,Pentecostal,"854 KENDALIA AVE, SAN ANTONIO, TX 78221-1318"
Ministry 20 Nine,Christian / General,"4611 E LOOP 1604 N APT 8103, CONVERSE, TX 78109-0477"
Church Strong,,"3606 MARLARK PASS, SAN ANTONIO, TX 78261-2714"
Inspired Word Church,,"20770 US HIGHWAY 281 N STE 108, SAN ANTONIO, TX 78258-7500"
Sisters In Christ Outreach Ministry Inc,Christian / General,"10355 FORT DAVIS TRL, SAN ANTONIO, TX 78245-3162"
Heart Of Heaven Ministries,Christian / General,"137C SPANISH PASS RD, BOERNE, TX 78006-7919"
Grace Mosaic Mission Church,,"6391 DE ZAVALA RD STE 106, SAN ANTONIO, TX 78249-2144"
Iglesia Gracia Y Verdad San Antonio,,"12834 COUNTRY RDG, SAN ANTONIO, TX 78216-2324"
Life Spring Ministries,Christian / General,"14413 GOLD RUSH PASS, SAN ANTONIO, TX 78254-4469"
Klema Life Church,,"1253 CRYSTAL, SAN ANTONIO, TX 78211-1621"
Churchill Spirit Club,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411"
Noonday Farms Ministry,Christian / General,"404 HARMON DR, SAN ANTONIO, TX 78209-4832"
Vietnam Warriors Fellowship Inc,Christian / General,"401 PECAN PKWY, BOERNE, TX 78006-7963"
Bernie Berg Ministries International Inc,Christian / General,"309 WATER STREET, BOERNE, TX 78006-2865"
Anchored Ministries Sa,Christian / General,"8027 EAGLE PEAK, HELOTES, TX 78023-4357"
Logos Christian Reformed Church,Christian / General,"9739 HUEBNER RD, SAN ANTONIO, TX 78240-3163"
Evangelical Free Church Of America,Protestant / Evangelical,"121 GLEN EAGLES DR, CIBOLO, TX 78108-3343"
5 Crowns Church Inc,,"12203 COAL MINE RISE, SAN ANTONIO, TX 78245-3576"
Press Start Ministries Inc,Christian / General,"14317 POTRANCO RD PMB 1053, SAN ANTONIO, TX 78253-7125"
Vital Seed Ministries International Inc,Christian / General,"8418 BEAR TREE CIRCLE 100, SAN ANTONIO, TX 78255-3625"
New Dimensions Ministry,Christian / General,"6630 FM 1516 N, CONVERSE, TX 78109-3567"
Acts Hiv-Aids Ministry,Christian / General,"1819 NEVADA ST, SAN ANTONIO, TX 78203-1735"
Blueprint Ministries Inc,Christian / General,"2926 S PRESA ST, SAN ANTONIO, TX 78210-3916"
Baptist Health Foundation Of San Antonio,Baptist,"755 E MULBERRY AVE STE 320, SAN ANTONIO, TX 78212-3129"
Church Of Scientology,,"244 W OLMOS DR, SAN ANTONIO, TX 78212-1956"
St Pauls Episcopal Montessori School,Episcopal,"1018 E GRAYSON ST, SAN ANTONIO, TX 78208-1224"
Victory Worship Center Inc,,"102 SPRINGVALE DR, SAN ANTONIO, TX 78227-4448"
Unsearchable Riches Of Christ Ministries,Christian / General,"19540 S US HIGHWAY 281, SAN ANTONIO, TX 78221-9729"
Kendall County Cowboy Church Inc,,"167 BLUEBONNET CIR, BOERNE, TX 78006-1836"
Iglesia Luterana San Pablo,,"2903 NACOGDOCHES RD, SAN ANTONIO, TX 78217-4522"
New Philadelphia Missionary Baptist Church,Baptist,"10201 SPARKLE PT, SCHERTZ, TX 78154-3485"
Souls Host Ministries Inc,Christian / General,"11704 HWY 181 S LOT 73, SAN ANTONIO, TX 78223-0000"
Temple Of Faith Church,,"622 OAK CASCADE, NEW BRAUNFELS, TX 78132-3907"
Sweet Rain Of The Holy Spirit Baptist Church,Baptist,"9463 CAMINO VENADO, HELOTES, TX 78023-4141"
Church Under The Bridge,,"PO BOX 34421, SAN ANTONIO, TX 78265-4421"
Fountain Of Living Water Apostolic Church,Apostolic,"411 FARGO AVE, SAN ANTONIO, TX 78220-1215"
Lutheran Campus Ministry-San Antonio,Lutheran,"10407 LUZON DR, SAN ANTONIO, TX 78217-3918"
United Christian Center,Christian / General,"10427 BRISBANE RIV, CONVERSE, TX 78109-1992"
El Shaddai Ministries Inc,Christian / General,"66 MCLENNAN OAK, SAN ANTONIO, TX 78240-5203"
Gods Grace Baptist Church,Baptist,"PO BOX 311505, NEW BRAUNFELS, TX 78131-1505"
Care Ministry,Christian / General,"9631 PLEASANTON PL, SAN ANTONIO, TX 78221-3340"
Calvary Chapel South Side,,"PO BOX 14333, SAN ANTONIO, TX 78214-0333"
Voice Of Truth Christian Church,Christian / General,"446 GILBERT LN, SAN ANTONIO, TX 78213-3609"
Iglesia Camino Victorioso,,"10023 REGAL PT, SAN ANTONIO, TX 78254-6167"
Full Gospel Pentecostal Church San Antonio Texas,Pentecostal,"PO BOX 1005, ELMENDORF, TX 78112-1005"
Vertical Ministries,Christian / General,"4218 THOUSAND OAKS DR, SAN ANTONIO, TX 78217-1862"
Family Baptist Church,Baptist,"3950 EISENHAUER RD, SAN ANTONIO, TX 78218-3407"
Jesus Es El Cristo Ministries,Christian / General,"1706 RIGSBY AVE, SAN ANTONIO, TX 78210-3217"
Catholic Daughters Of The Americas,Catholic,"85 RANCH BRK, BOERNE, TX 78015-8373"
New Spirit Baptist Church,Baptist,"7717 TEZEL RD, SAN ANTONIO, TX 78250-3039"
Acts 238 Ministries,Christian / General,"5666 CASTLE GLADE, SAN ANTONIO, TX 78218-2305"
Oasis Of Light Ministries,Christian / General,"25294 W INTERSTATE 10, SAN ANTONIO, TX 78257-9517"
New Beginning International House Of Worship,,"12107 TOEPPERWEIN RD, LIVE OAK, TX 78233-3136"
Iglesia Casa De Restauracion,,"26302 TUSCAN PARK, SAN ANTONIO, TX 78261-2780"
Catholic Daughters Of The Americas,Catholic,"18018 CERCA AZUL DR, SAN ANTONIO, TX 78259-3510"
Espada Ministry,Christian / General,"7811 MIDWAY DEPOT, SAN ANTONIO, TX 78255-2148"
Esther Cancer Care Ministry,Christian / General,"8606 KALLISON ARBOR, SAN ANTONIO, TX 78254-4556"
Freedom Faith Fellowship,Christian / General,"12350 EDWARDS RD, SAN ANTONIO, TX 78252-2503"
South Texas New Life Ministries,Christian / General,"1902 TIPTOP ST, SAN ANTONIO, TX 78253-5172"
633 Ministries,Christian / General,"10823 VANDALE STE 101, SAN ANTONIO, TX 78216-3626"
Jjcc Ministries,Christian / General,"102 WESTLAKE DR, SAN ANTONIO, TX 78227-3546"
Westside Fellowship Church Inc,Christian / General,"321 N GENERAL MCMULLEN BUILDING 7, SAN ANTONIO, TX 78237-1525"
1 Touch Divine Intervention Ministries,Christian / General,"3400 NORTHEAST PKWY, SAN ANTONIO, TX 78218-3300"
Two Rivers Christian Church,Christian / General,"17915 REDRIVER SONG, SAN ANTONIO, TX 78259-3583"
Iglesia Bautista El Shaddai San Ant Onio Inc,,"403 W EMERSON AVE, SAN ANTONIO, TX 78226-1211"
Bear Through It Ministries Inc,Christian / General,"8415 BURWELL, SAN ANTONIO, TX 78254-2539"
Baptisms On The Beach Tacos And Tes Timonies Ministry,Christian / General,"21750 HARDY OAK BLVD STE 104 385048, SAN ANTONIO, TX 78258-4946"
Omni Spirit Ministries,Christian / General,"14202 PURPLE MARTIN, SAN ANTONIO, TX 78233-5359"
Simply Faith Ministries,Christian / General,"7108 JAMIE LYN BLVD, SCHERTZ, TX 78154-4420"
Wilderland Ministries,Christian / General,"145 CRANE CREST DR, NEW BRAUNFELS, TX 78130-2679"
J-Jireh Ministries Inc,Christian / General,"6231 PEACE PIPE DR, SAN ANTONIO, TX 78238-3918"
True Vineyard Ministries Inc,Christian / General,"PO BOX 310361, NEW BRAUNFELS, TX 78131-0361"
Church And Politics Llc,,"7500 CALLAGHAN RD APT 239, SAN ANTONIO, TX 78229-2816"
Her Holy Walk Ministries,Christian / General,"2643 WALEETKA ST, SAN ANTONIO, TX 78210-5430"
Live Ministries-Living In Victoriou S Expectation In Christ,Christian / General,"16019 GAYE L LITTON, SAN ANTONIO, TX 78232-0000"
Bloom Womens Ministry,Christian / General,"3002 COMANCHE XING, SAN ANTONIO, TX 78224-2413"
La Gran Comision Church,,"6275 DEER VALLEY DR, SAN ANTONIO, TX 78242-1519"
Disciple Hands Ministry,Christian / General,"2055 CASSIOPEIA BND, SAN ANTONIO, TX 78245-4007"
Joy Ranch Ministries,Christian / General,"10231 BARBEQUE BAY, CONVERSE, TX 78109-4418"
Herstory Global Ministries,Christian / General,"550 PENNYSTONE AVE, SAN ANTONIO, TX 78223-1918"
2Pence Ministries,Christian / General,"409 LAKEVIEW BLVD, NEW BRAUNFELS, TX 78130-5231"
Waypoint Church Satx,,"605 KENDALL ST, SAN ANTONIO, TX 78212-4071"
Elevate Outdoor Ministries,Christian / General,"1000 DIAMOND DR APT 804, BOERNE, TX 78006-3022"
Redeemed Ministries Satx,Christian / General,"11444 VANCE JACKSON RD APT 1306, SAN ANTONIO, TX 78230-1853"
Ekklesia Kingdom House Outreach Chu Rch - Ekho Church,,"25603 SPIREA, SAN ANTONIO, TX 78261-2666"
Graced Up Ministries,Christian / General,"11235 BRANDING DEPOT, SAN ANTONIO, TX 78254-5752"
Center Of Hope Ministries,Christian / General,"3239 WEST GERALD, SAN ANTONIO, TX 78211-0000"
Legacy Of Faith Mobile Ministry,Christian / General,"11806 CARAWAY HL, SAN ANTONIO, TX 78245-4477"
Blessed Bees Global Ministry,Christian / General,"21750 HARDY OAK BLVD STE 104, SAN ANTONIO, TX 78258-4946"
Catholic Knights & Daughters,Catholic,"12415 CHENA LK, SAN ANTONIO, TX 78249-4572"
Barbara Mcclain Ministries,Christian / General,"8434 GREENHAM, SAN ANTONIO, TX 78239-2920"
Cooperative Baptist Fellowship Of Texas,Baptist,"PO BOX 15648, SAN ANTONIO, TX 78212-8848"
Fellowship Of San Antonio Inc,Christian / General,"23755 CANYON GOLF RD, SAN ANTONIO, TX 78258-4926"
Africa Renewal Ministries Inc,Christian / General,"16414 SAN PEDRO AVE STE 955, SAN ANTONIO, TX 78232-2207"
House Of Prayer Christian Ministries Inc,Christian / General,"317 GORMAN, SAN ANTONIO, TX 78202-2342"
Jesus Church,,"5726 MOBUD ST, SAN ANTONIO, TX 78238-1819"
Marianist Vocation Ministry,Christian / General,"520 FORDHAM AVE, SAN ANTONIO, TX 78228-4800"
Redeemer Presbyterian Church,Presbyterian,"903 N SAINT MARYS ST, SAN ANTONIO, TX 78215-2108"
First Korean Presbyterian Church Of San Antonio,Presbyterian,"4115 EISENHAUER RD, SAN ANTONIO, TX 78218-3412"
Living Water Faith Church,,"PO BOX 691761, SAN ANTONIO, TX 78269-1761"
Greg Lewis Ministries Inc,Christian / General,"8214 WAYSIDE CRK, SAN ANTONIO, TX 78255-3517"
El Arca Del Pacto Iglesia Del Nazareno,,"102 SAXON DR, SAN ANTONIO, TX 78213-4045"
Revive Ministries Of San Antonio Inc,Christian / General,"14419 MOUNTAINSIDE RDG, SAN ANTONIO, TX 78233-3815"
New Wine International Ministries,Christian / General,"4654 PECOS PP, CIBOLO, TX 78108-0000"
Family Community Fellowship San Antonio,Christian / General,"11923 CEDAR GREY, SAN ANTONIO, TX 78249-2453"
Infinite One Ministries,Christian / General,"1719 DEER RUN ST, SAN ANTONIO, TX 78232-4414"
Light Of The World Christian Fellowship,Christian / General,"4910 DAHLIA TER, SAN ANTONIO, TX 78218-2746"
Community Bible Church - Boerne,,"1002 RIVER RD SUITE 200B, BOERNE, TX 78006-2442"
Life Change Church Of San Antonio Tx A Domestic Nonprofit Corp,,"708 W SUMMIT AVE, SAN ANTONIO, TX 78212-2746"
Pueblo De Dios Iglesia Cristiana Inc,,"1527 SOMERSET RD, SAN ANTONIO, TX 78211-3041"
Hope For The Hurting Ministries Inc,Christian / General,"24510 OPEN RANGE RD, SAN ANTONIO, TX 78264-4513"
Spirit Of Life Worship Center San Antonio,,"9731 ALEXA PL, SAN ANTONIO, TX 78251-3736"
Journey Church Of Katy,,"6758 MONTGOMERY DR, SAN ANTONIO, TX 78239-3245"
Skybridge Community Church,,"PO BOX 18087, SAN ANTONIO, TX 78218-0087"
Whitestone Outpost Ministry Inc,Christian / General,"5211 GAVILAN DR, SAN ANTONIO, TX 78242-2433"
Hope Arise United Methodist Church,Methodist,"26108 OVERLOOK PKWY, SAN ANTONIO, TX 78260-6046"
St Marys Indian Orthodox Church Of San Antonio,Orthodox,"4990 VIEW DR, SAN ANTONIO, TX 78228-1732"
Fuente Viva Church,,"5378 SAN SIMEON DR, SAN ANTONIO, TX 78228-4437"
Refocus Today Ministry,Christian / General,"19141 STONE OAK PKWY STE 104, SAN ANTONIO, TX 78258-3367"
Bethel Covenant Assembly Of God,,"10802 W LOOP 1604 N, SAN ANTONIO, TX 78254-2749"
Marchelle D Lee -Mdl- Ministries Inc,Christian / General,"5222 ROYAL MILE, CONVERSE, TX 78109-2872"
Solid Rock Christian Church Of Runge Texas,Christian / General,"11550 W INTERSTATE 10 STE 150, SAN ANTONIO, TX 78230-1035"
Universal Church Of Light,,"1627 N PAN AM EXPRESSWAY, SAN ANTONIO, TX 78208-1139"
Spirit Of Grace Christian Fellowship Inc,Christian / General,"3602 INVICTA DR, SAN ANTONIO, TX 78218-3309"
Aurizion International Ministries,Christian / General,"PO BOX 769833, SAN ANTONIO, TX 78245-9365"
Creekside Fellowship,Christian / General,"PO BOX 310312, NEW BRAUNFELS, TX 78131-0312"
St Jose Sanchez Del Rio Catholic School,Catholic,"21140 GATHERING OAK, SAN ANTONIO, TX 78260-3196"
Christian Family Church International--San Antonio,Christian / General,"3607 N LOOP 1604 E, SAN ANTONIO, TX 78247-2300"
Four Winds Christian Ministries Inc,Christian / General,"PO BOX 769380, SAN ANTONIO, TX 78245-9342"
Gathering Church,,"875 E ASHBY PL STE 1200, SAN ANTONIO, TX 78212-4119"
Victorious Life Christian Center,Christian / General,"3140 PENCIL CHOLLA, SCHERTZ, TX 78154-6138"
Spread Ministries,Christian / General,"1303 W MAYFIELD BLVD, SAN ANTONIO, TX 78211-3349"
Court 2661 Catholic Daughters Of The Americas,Catholic,"105 FLEETWOOD DR, SAN ANTONIO, TX 78232-2203"
Compass Church San Antonio,,"12266 BANDERA RD, HELOTES, TX 78023-4112"
In His Word Church Inc,,"11510 LONG TRIAL, SAN ANTONIO, TX 78245-0000"
Iglesia Del Dios Vivo Of San Antonio,,"8121 CULEBRA RS STE 2, SAN ANTONIO, TX 78251-0000"
Well Community Church-San Antonio,,"PO BOX 5382, SAN ANTONIO, TX 78201-0382"
River City Church,,"2032 CENTRAL PLZ, NEW BRAUNFELS, TX 78130-2069"
Texas Unitarian Universalist Justice Ministry Education Network,Christian / General,"24348 CHERRY SPG, SAN ANTONIO, TX 78255-3447"
Winston Churchill High School Jrotc Booster Club,,"15606 HEIMER RD, SAN ANTONIO, TX 78232-4545"
Gods Inspiration Church International Gods Inspired,,"8004 CROSSCREEK, SAN ANTONIO, TX 78218-1619"
Word Of Hope Christian Church,Christian / General,"301 MAIN PLAZA SUITE 339, NEW BRAUNFELS, TX 78130-5136"
Grace Life Church,,"580 E ZIPP RD, NEW BRAUNFELS, TX 78130-9545"
Ministry House Of Restoration San Antonio Church,Christian / General,"5150 BROADWAY STREET STE 401, SAN ANTONIO, TX 78209-5710"
Widows Mite Christian Outreach Ministry,Christian / General,"7629 FOREST VALE, LIVE OAK, TX 78233-7217"
All Nations Winners Church,,"5403 JACKWOOD DR SUITE C, SAN ANTONIO, TX 78238-1809"
The Bridge Church Of God,Church of God,"1201 W SOUTHCROSS BLVD, SAN ANTONIO, TX 78211-2526"
Reah Ministry,Christian / General,"18705 BROOKWOOD FRST, SAN ANTONIO, TX 78258-4443"
Calvary Cross Church Of The Assemblies Of God,,"7760 PRUE RD, SAN ANTONIO, TX 78249-4103"
A New Beginnings Ministries Inc,Christian / General,"2127 HARRY ST, SAN ANTONIO, TX 78224-2118"
Redeemed By Christ Church Inc,,"9414 ANDERSON CT, CONVERSE, TX 78109-1935"
Brookside Church Inc,,"5830 WINDING RIDGE DR, WINDCREST, TX 78239-2014"
South Point Church Assembly Of God,,"323 W THEO AVE, SAN ANTONIO, TX 78214-1044"
Shekina Glory Church,,"16402 ALWICK LN, SAN ANTONIO, TX 78247-5647"
Catalyst Church Of God,Church of God,"9739 HUEBNER RD, SAN ANTONIO, TX 78240-3163"
Kenya Real Ministries Inc,Christian / General,"12750 PRONGHORN OAK, SAN ANTONIO, TX 78253-5868"
Sts Joachim And Anna Orthodox Church,Orthodox,"4930 RESEARCH DR, SAN ANTONIO, TX 78240-5006"
Godchasers Community Church,,"13032 NACOGDOCHES RD, SAN ANTONIO, TX 78217-1981"
Sa Basic Ministries Inc,Christian / General,"4702 ESTERBROOK, SAN ANTONIO, TX 78238-3014"
Ibrahim Ministries Usa,Christian / General,"10903 WILD GRAPE DR, SAN ANTONIO, TX 78230-3458"
4 16 Ministries,Christian / General,"801 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130-5503"
Augustine Fellowship Slaa Fellowship-Wide Services,Christian / General,"2411 NE LOOP 410 STE 122, SAN ANTONIO, TX 78217-6600"
Iglesia La Mies,,"6515 TEZEL RD, SAN ANTONIO, TX 78250-4450"
Fountain Of Life Covenant International Ministry,Christian / General,"PO BOX 246, SCHERTZ, TX 78154-0246"
Mustard Seed Korean Methodist Church,Methodist,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400"
Covenant Restoration Christian Fellowship,Christian / General,"PO BOX 760952, SAN ANTONIO, TX 78245-0952"
Matt And Rose Siller Impact Ministries Inc,Christian / General,"829 E SUNSHINE DR, SAN ANTONIO, TX 78228-2518"
Westover Hills Assembly Of God Holdings,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703"
Ed Newton Ministries Inc,Christian / General,"PO BOX 591425, SAN ANTONIO, TX 78259-0121"
Texas Unitarian Universalist Justice Ministry Advocacy Network,Christian / General,"24348 CHERRY SPG, SAN ANTONIO, TX 78255-3447"
Diocese Of Mid-America,,"11919 ORSINGER LN, SAN ANTONIO, TX 78230-1409"
Redemption Church Of San Antonio,,"7727 POTRANCO RD APT 2302, SAN ANTONIO, TX 78251-2002"
Movement Church Of San Antonio,,"19314 US HWY 281 N 107, SAN ANTONIO, TX 78259-0000"
Dao Tam Buddhist Temple,,"1410 W KLEIN RD, NEW BRAUNFELS, TX 78130-9036"
Christ Church Pca Of San Antonio,,"14515 OCONNOR RD, SAN ANTONIO, TX 78247-1818"
Charles Cole Ministries International Inc,Christian / General,"6943 FOREST PARK ST, SAN ANTONIO, TX 78240-3325"
Door Christian Fellowship Ss,Christian / General,"502 E SOUTHCROSS BLVD, SAN ANTONIO, TX 78214-2044"
Stdm Shut The Door Ministries Inc,Christian / General,"25518 THOMAS OAKS, SAN ANTONIO, TX 78261-2707"
Tobit Ministry,Christian / General,"36 ENCINOSO, SAN ANTONIO, TX 78261-2300"
Crossway Bible Church,,"15759 SAN PEDRO AVE, SAN ANTONIO, TX 78232-3726"
Oilfield Christian Fellowship Of San Antonio,Christian / General,"24622 FAIRWAY SPGS, SAN ANTONIO, TX 78260-4802"
New Beginnings Christian Community Church,Christian / General,"599 SPENCER LN, SAN ANTONIO, TX 78201-2030"
Legacy Fellowship,Christian / General,"7705 DRY CANYON TRL, LIVE OAK, TX 78233-2904"
Luminous Church,,"26723 SHADOW PASS, SAN ANTONIO, TX 78260-5551"
El Shaddai Christian Church,Christian / General,"247 ROLLINS AVE, SAN ANTONIO, TX 78228-5506"
Stone Oak Bible Church,,"19141 STONE OAK PKWY STE 104 PMB P, SAN ANTONIO, TX 78258-3367"
Prosperity In Christ Church,,"339 W HUTCHINS PL, SAN ANTONIO, TX 78221-2745"
Sri Shirdi Sai Baba Temple Of San Antonio,,"PO BOX 690282, SAN ANTONIO, TX 78269-0282"
Open Road Bible Fellowship,Christian / General,"12414 TALLOW CIR, SAN ANTONIO, TX 78253-5253"
Upper Room Christian Fellowship,Christian / General,"4306 STETSON VW, SAN ANTONIO, TX 78223-5508"
Church Of The Colored People Of Gillespie County Inc,,"411 MCCAULEY BLVD, SAN ANTONIO, TX 78221-1328"
San Antonio Texas West End Baptist Church,Baptist,"925 CULEBRA RD, SAN ANTONIO, TX 78201-6118"
Trinity Korean Church,,"14223 YELLOW WARBLER, SAN ANTONIO, TX 78233-5375"
Iglesia De Dios Amory Gracia,,"12525 NACOGDOCHES RD, SAN ANTONIO, TX 78217-2130"
Manna From Heaven Ministries Inc,Christian / General,"815 FLANDERS AVE, SAN ANTONIO, TX 78211-1753"
Dennis Davila Ministries Inc,Christian / General,"24930 CRESCENT TRCE, SAN ANTONIO, TX 78258-2755"
Compassion Church San Antonio,,"14242 SAVANNAH PASS, SAN ANTONIO, TX 78216-7849"
New Life Outreach Ministries,Christian / General,"4953 WALZEM RD, WINDCREST, TX 78218-2155"
Iglesia Pentecostal Impacto De Amor,Pentecostal,"6925 CRESTWAY RD, SAN ANTONIO, TX 78239-2343"
Mount Nebo Full Gospel Baptist Worship Center Inc,Baptist,"1302 N SABINAS ST, SAN ANTONIO, TX 78207-1211"
New Vessels Ministries-Iglesia Odres Nuevos,Christian / General,"8550 ADAMS HILL DR, SAN ANTONIO, TX 78227-2335"
Greater Works Ministries Of San Antonio Inc,Christian / General,"9431 PALOMINO PATH, SAN ANTONIO, TX 78254-6210"
Christian United Church,Christian / General,"7530 BANDERA RD 160, SAN ANTONIO, TX 78238-1267"
All Is Well Ministries Inc,Christian / General,"638 FENWICK DR, WINDCREST, TX 78239-2533"
Unity Of Faith Christian Ministries International,Christian / General,"12315 JUDSON RD, LIVE OAK, TX 78233-3277"
Saving Faith Outreach Church,,"257 TUFTED CRST, SAN ANTONIO, TX 78253-6364"
Tlc3 The Living Church,,"PO BOX 833, BOERNE, TX 78006-0833"
Greater Joy Temple Church Of God In Christ,Church of God,"407 LAVERNE AVE, SAN ANTONIO, TX 78237-2244"
St Mary Queen Of Heaven Anglican Church,,"24019 SEVEN WINDS, SAN ANTONIO, TX 78258-7266"
Iglesia Cristiana Missionera,,"8242 MANDERLY PL, CONVERSE, TX 78109-3210"
Triumph Church Of San Antonio Inc,,"4622 DEL MAR TRL, SAN ANTONIO, TX 78251-3559"
Reconnect Fellowship,Christian / General,"2109 SAN PEDRO AVE, SAN ANTONIO, TX 78212-3227"
Word A Flame Outreach Ministries Inc,Christian / General,"10434 OVERLAND CRK, SAN ANTONIO, TX 78245-2331"
Presentation Ministry Center,Christian / General,"2003 RUIZ ST, SAN ANTONIO, TX 78207-2056"
Psm Prodigal Son Mens Ministry,Christian / General,"1009 LOMBRANO ST, SAN ANTONIO, TX 78207-1116"
Exhortation Worship Center,,"6551 SAN MIGUEL WAY, CONVERSE, TX 78109-3772"
Boerne Covenant Life Church Inc,,"403 EBNER ST, BOERNE, TX 78006-2405"
Riverview Calvary Chapel,,"1684 GREYSTONE DR, NEW BRAUNFELS, TX 78132-3208"
Kids Of The Kingdom Episcopal School,Episcopal,"11093 BANDERA RD, SAN ANTONIO, TX 78250-6814"
Iglesia Cristiana Tierra Prometida Inc,,"PO BOX 769554, SAN ANTONIO, TX 78245-9351"
Iglesia Nuevo Renacer Inc,,"27002 SABLE RUN, BOERNE, TX 78015-6580"
San Antonio Citywide Baptist Brotherhood Union,Baptist,"12918 CHIPPER XING, SAN ANTONIO, TX 78221-1171"
Quest Church Of New Braunfels,,"PO BOX 310841, NEW BRAUNFELS, TX 78131-0841"
Christ Embassy Church San-Antonio,,"24385 WILDERNESS OAK APT 8404, SAN ANTONIO, TX 78258-7766"
J D Martinez Ministries,Christian / General,"134 GRANDVIEW AVE, NEW BRAUNFELS, TX 78130-6026"
San Antonio Church Of Hope,,"14 COVE CREEK DR, SAN ANTONIO, TX 78254-5582"
City Hills Church Of Texas,,"PO BOX 1811, BOERNE, TX 78006-6811"
John 3 16 Ministries Fdn,Christian / General,"PO BOX 2950, SAN ANTONIO, TX 78299-2950"
Clift Of The Rock Christian Community Church Inc,Christian / General,"1502 MCKINLEY AVE, SAN ANTONIO, TX 78210-0000"
Spirit Led Ministries,Christian / General,"210 GREEN MDWS, CONVERSE, TX 78109-2504"
Open Door Gospel Church,,"11107 VOLLMER LN, SAN ANTONIO, TX 78254-1792"
Church Of God Inc San Antonio Texas,Church of God,"PO BOX 20334, SAN ANTONIO, TX 78220-0334"
Catholic Life Insurance - 121 Brazosport,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Catholic Life Insurance - 85 Port Arthur,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Gospel Vision Music Ministries,Christian / General,"4835 LORD RD APT 2119, SAN ANTONIO, TX 78220-3545"
Catholic Daughters Of The Americas,Catholic,"633 WEATHERLY DR, WINDCREST, TX 78239-2026"
Atonement Lutheran Church American Lutheran Church,Lutheran,"735 CEDARHURST DR, SAN ANTONIO, TX 78227-4429"
Greater Evangelist Temple Church Of,,"2942 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78220-3147"
Heart Of Praise Assembly Of God,,"5595 US HIGHWAY 87 E, SAN ANTONIO, TX 78222-1501"
Love Demonstrated Ministries International - Equity Dev Svcs,Christian / General,"3806 SUNSHINE RANCH RD, SAN ANTONIO, TX 78228-2042"
Holy Spirit Power Ministries,Christian / General,"PO BOX 701333, SAN ANTONIO, TX 78270-1333"
Sweet River Church,,"25631 WEIGELA, SAN ANTONIO, TX 78261-2821"
Word Of Faith Christian Center Church,Christian / General,"1928 BASSE RD, SAN ANTONIO, TX 78213-4608"
Redeemers Praise Church,,"107 S PINE ST, SAN ANTONIO, TX 78203-1128"
Agape Outreach International Worship Center,,"150 RIDGE DR, SAN ANTONIO, TX 78228-3754"
Good News San Antonio Church,,"10782 PRUSINER DR, CONVERSE, TX 78109-3876"
Manhood Ministries,Christian / General,"2030 PERSIMMON DR, CIBOLO, TX 78108-3174"
My Fathers Business Fellowship Church,Christian / General,"PO BOX 554, CONVERSE, TX 78109-0554"
Fog Ministries Inc,Christian / General,"9034 GREEN RD, CONVERSE, TX 78109-3356"
Land Of Calvary Church,,"2011 ENCINO ALTO ST, SAN ANTONIO, TX 78259-2409"
Saint Luke Baptist Church Of San Antonio,Baptist,"1903 W POPLAR ST, SAN ANTONIO, TX 78207-1134"
Templo Jerusalem 125,,"1806 LEE ST, NEW BRAUNFELS, TX 78130-6424"
Templo Maranatha-San Anto,,"510 AARON ST, SAN ANTONIO, TX 78221-2111"
Christain Fellowship Ministries,Christian / General,"4827 LEGEND WELL DR, SAN ANTONIO, TX 78247-5611"
Iglesia Nueva Uncion,,"410 ROSA VERDE, SAN ANTONIO, TX 78207-5611"
Apostolic Assembly Of The Faith In Christ Jesus Inc,Apostolic,"PO BOX 240752, SAN ANTONIO, TX 78224-0752"
Abundance Ministries,Christian / General,"5024 PUNCH SHOT, SAN ANTONIO, TX 78261-2997"
Life Together Ministries Of Texas,Christian / General,"138 CABOT ST, SAN ANTONIO, TX 78213-4411"
